q_id,q_type,q_query,story,question,answer,choices,reasoning_steps,num_facts,asked_relation,target_relation,model_answer
2,YN,0x0 0x2,"There exist two boxes, called DDD and EEE. To the north of and in front of box EEE there is box DDD. Box EEE is disconnected from and away from this box. Two midsize orange rectangles are within box DDD. A midsize green rectangle is covered by box DDD. Midsize orange rectangle number two are to the north of the midsize green rectangle and midsize orange rectangle number one. Midsize orange rectangle number one touches this object. Box EEE covers a midsize green rectangle.",Is a midsize green rectangle to the south of any object?,Yes,Yes No,1,1,below,below,Yes
6,FR,0x1 0x0,"There exist two blocks, called HHH and LLL. A medium purple hexagon is covered by block HHH. Block HHH has a medium red hexagon. The medium purple hexagon touches the medium red hexagon. Block HHH overlaps block LLL. A medium red hexagon is inside and a medium purple hexagon is covered by block LLL. The medium purple hexagon touches the medium red hexagon.",Where is the medium red hexagon in HHH regarding the medium purple hexagon covered by HHH?,EC,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,ec,ec,tpp
5,FR,1x0 0,A medium black square is covered by and a medium blue square is within a block called AAA. Block AAA contains another medium blue square which touches medium blue square number one and is north of the black object. The black thing touches this thing. Block AAA covers another block named BBB. Block BBB covers a medium yellow square.,What is the position of the yellow object relative to AAA?,NTPP,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,3,2,ntpp,ntpp,below
3,YN,0x0 0x1,"Two blocks, called HHH and LLL exist in the image. Block HHH has a grey hexagon and covers a medium purple hexagon. Another medium purple hexagon and a medium red hexagon are inside this block. Medium purple hexagon number one is under medium purple hexagon number two. Above and touches medium purple hexagon number two there is the red object. Medium purple hexagon number two touches medium purple hexagon number one. The grey hexagon touches the medium red hexagon. Block HHH is on the right side of block LLL. Block LLL is disconnected from this block. A medium purple hexagon is in this block.",Does any medium purple hexagon touch medium purple hexagon number two?,Yes,Yes No,1,1,ec,ec,Yes
3,YN,0x0 0x2,"There exist two boxes, named one and two. A green melon, an orange apple, a medium watermelon and a medium yellow apple are inside box one. The orange fruit is on the left side of and near to the melon. The green melon is to the left of the medium yellow apple and is below this fruit. Above and to the left-hand side of the watermelon is this thing. Box two has box one.",Is the green melon close to all fruits?,No,Yes No,1,1,near,near,Yes
0,YN,0x3 0x0,"A block named AAA contain a big blue square, a medium circle and a medium black triangle. A medium yellow square is behind the circle and is below the big object. In front of the medium circle is the triangle. The medium yellow square is within block AAA. Below this thing there is the circle. The triangle is in front of the big object.",Are all medium yellow squares behind any medium black triangle?,Yes,Yes No,2,2,behind,behind,No
2,YN,1x0 1x1,A box called DDD contains a midsize orange rectangle and covers a midsize white rectangle. A midsize green rectangle and another midsize white rectangle are within this box. To the south of the midsize green rectangle is midsize white rectangle number one. Midsize white rectangle number two touches the midsize orange rectangle. The midsize green rectangle is south of and touches the midsize orange rectangle. To the south of another box called EEE is box DDD. Box EEE contains a midsize green rectangle which touches a midsize orange rectangle. The midsize orange rectangle is inside and touching box EEE. Another midsize orange rectangle is in box EEE. To the north of midsize orange rectangle number one is this shape.,Does an orange rectangle touch all rectangles?,No,Yes No,1,1,ec,ec,No
4,FR,0 0x0,There exists one box called one. A medium orange apple and a medium green fruit are inside box one. Another medium orange apple is inside and touching box one. Medium orange apple number one is under the green thing. Over and touches medium orange apple number two there is this thing. The green thing touches this thing.,What is the position of box one relative to medium orange apple number two?,TPPI,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,tppi,tppi,below
1,YN,1 0,"There exist two blocks, named HHH and LLL. Block HHH covers block LLL. A medium purple hexagon is covered by block HHH. Block LLL covers a medium purple hexagon.",Is a block inside and touching HHH?,Yes,Yes No,1,1,tpp,tpp,Yes
7,FR,0x1 0x0,"We have three blocks, called HHH, LLL and KKK. Block HHH covers a purple hexagon and has a medium grey hexagon. The purple shape touches the medium grey hexagon. Block LLL have two medium grey hexagons. North of medium grey hexagon number one there is medium grey hexagon number two. Medium grey hexagon number one is north of another medium grey hexagon. Block LLL covers medium grey hexagon number three. This block is disconnected from block KKK. To the west of this block is block KKK with a medium red hexagon and a medium grey hexagon. North of the medium grey hexagon there is the medium red hexagon.",Where is the medium grey hexagon in HHH relative to the purple shape?,EC,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,ec,ec,The correct answer is: ntpp
1,YN,1 0x0,A block called HHH contains a medium purple hexagon and covers another medium purple hexagon. Medium purple hexagon number one touches medium purple hexagon number two. Another block called LLL has block HHH. A medium grey hexagon is inside and touching this block.,Does a block have all medium purple hexagons?,Yes,Yes No,1,2,ntppi,ntppi,No
6,FR,1 0,A block named AAA have a small blue square and a small black triangle. A medium yellow triangle is close to the small blue square. The medium yellow triangle is within block AAA. A big yellow circle is within block AAA. South of this object there is the object which was close to the small blue square. In front of this shape is the small black triangle. Away from and in front of another block named BBB there is block AAA. North of and disconnected from this block is block BBB. A medium black square is inside and touching this block.,Where is BBB regarding AAA?,ABOVE BEHIND FAR DC,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,far,far,"north, dc"
5,FR,2x1 2x4,A block called HHH contains a little purple pentagon. A block called LLL exists. Block LLL has a medium grey pentagon. A medium red hexagon is within this block. Within another block called KKK there is this block. Block KKK with a little red pentagon covers block HHH. A medium purple hexagon is west of a medium red star and is east of another medium red star. The medium purple hexagon is covered by block KKK. Block KKK covers medium red star number one. Medium red star number two is inside this block. To the east of the little red pentagon is medium red star number one. The little red pentagon is east of medium red star number two.,What is the position of medium red star number one regarding medium red star number two?,RIGHT,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,2,right,right,right
4,FR,1x0 0,"There is a block named HHH. There is a block called LLL. Block LLL has a little red pentagon which is to the north of and east of a little purple star.This thing is to the south of and east of another little red pentagon. Block LLL has the little purple star. This block contains little red pentagon number two. This block is to the south of, to the west of and close to another block called KKK. West of block HHH is block KKK with a medium hexagon.",What is the position of the little purple star regarding HHH?,LEFT,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,3,3,left,left,"above, left"
1,YN,0x0 1x1,A large red hexagon and a large red pentagon are in a block named HHH. Block HHH contains a large grey hexagon and covers a large purple hexagon. To the north of the large grey hexagon is the large red pentagon. The large grey hexagon is to the north of the large purple hexagon. Disconnected from and away from block HHH is another block called LLL. To the north of this block there is block HHH. A purple star is inside and touching and a large grey hexagon is within block LLL.,Are all large grey hexagons away from all large objects?,No,Yes No,5,3,far,far,No
3,YN,0x0 1x2,"We have two blocks, named AAA and BBB. Block AAA covers a medium black square. Block BBB with a medium yellow square and a medium blue square is disconnected from this block. Behind, to the south of and away from this block there is block AAA. Another medium yellow square is inside and touching block BBB.",Is the medium black square far from all objects?,No,Yes No,3,3,far,far,No
2,YN,0x1 0x3,One block named AAA exists in the image. A medium black square is covered by and a big yellow object is within block AAA. Block AAA have a medium blue object and another medium black square. To the east of the big yellow object there is medium black square number two. The blue thing is east of and the yellow shape is to the north of this object. Medium black square number one is to the north of and to the east of medium black square number two. Close to this object is the medium blue object.,Are all medium blue objects to the east of a shape?,Yes,Yes No,1,2,right,right,No
5,FR,0x1 0x0,A large green rectangle and a tiny dimond are in a box called DDD. Box DDD covers a midsize white oval which is in front of and close to the large green rectangle. Above and in front of the tiny dimond there is the large thing.,What is the position of the large green rectangle regarding the midsize white oval?,BEHIND NEAR,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,near,near,behind
1,YN,2 1,"Three blocks, named HHH, LLL and KKK exist in the image. Block HHH overlaps block KKK. Disconnected from block LLL is block KKK. Block LLL is to the north of and away from this block. A medium purple hexagon is covered by block HHH. Block LLL covers a medium purple hexagon. A medium grey hexagon is inside and touching and a medium red thing is within block KKK. The grey object is to the south of the red object.",Are all blocks away from block LLL?,No,Yes No,1,1,far,far,No
4,FR,0x2 0x0,There exists one block called HHH. A medium red object and a medium purple hexagon are within block HHH. Block HHH covers another medium purple hexagon and has another medium purple hexagon. Below medium purple hexagon number one is medium purple hexagon number three. Medium purple hexagon number one touches this shape. Below and touches the object which was below medium purple hexagon number one is medium purple hexagon number two. Under the red thing there is medium purple hexagon number one. The medium red object is over medium purple hexagon number two.,Where is medium purple hexagon number one regarding medium purple hexagon number two?,ABOVE,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,3,2,above,above,above
3,YN,1x1 1x3,"Two boxes, called one and two exist. Box two with a medium orange apple contains box one. Two medium green apples are within this box. Another medium green apple is inside and touching box two. This thing is under medium green apple number one. Medium green apple number one is over the orange fruit. Medium green apple number three is below and touches the orange fruit. Medium green apple number two is above and the medium orange apple touches medium green apple number one.",Are all medium fruits under all medium green apples?,No,Yes No,3,2,below,below,No
1,YN,1x3 1,"Three blocks, named AAA, BBB and CCC exist. Block AAA covers block BBB. A medium yellow square is inside and touching and another medium yellow square is in block AAA. Medium yellow square number one touches medium yellow square number two. Block BBB has a medium black square and covers another medium black square. Another medium black square and another medium black square are within this block. Medium black square number four is below medium black square number one. Medium black square number three touches medium black square number two. A medium blue shape is within block CCC. A medium black square touches and this thing is over a medium yellow square. Block CCC covers the medium yellow square. This block has the medium black square.",Is any medium square in a block?,Yes,Yes No,1,1,ntpp,ntpp,Yes
6,FR,2x2 2x3,"Three blocks, called HHH, LLL and KKK exist. Block LLL is on the left side of block KKK. Disconnected from, away from and to the left-hand side of block KKK there is block HHH. A medium purple hexagon is covered by and a medium red hexagon is in block HHH. A medium purple hexagon is inside block LLL. Block KKK contains a grey hexagon. The grey hexagon touches a medium purple hexagon. The medium purple hexagon is within block KKK.",Where is the medium purple hexagon in KKK regarding the grey shape?,EC,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,ec,ec,tpp
5,FR,0 0x2,There is one block named AAA. A medium blue square is within block AAA. A yellow square is under another medium blue square. Over and touches medium blue square number two there is medium blue square number one. Block AAA has medium blue square number two. This block covers the yellow shape. Medium blue square number two touches the yellow shape.,What is the position of block AAA relative to medium blue square number one?,NTPPI,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,ntppi,ntppi,above
2,YN,0x2 1,"We have two blocks, called HHH and LLL. Disconnected from and on the left side of block LLL is block HHH with a medium purple hexagon. Above this block there is block LLL. Block HHH covers another medium purple hexagon. Block LLL contains a medium grey hexagon. A medium red hexagon is below another medium grey hexagon. The medium red hexagon is covered by block LLL. Medium grey hexagon number two is inside block LLL. Medium grey hexagon number one is above this object.",Is medium purple hexagon number one to the left-hand side of any block?,Yes,Yes No,2,2,left,left,Yes
0,YN,1x0 0x3,"A box named DDD contains a midsize orange rectangle. A midsize green rectangle and another midsize orange rectangle are in this box. Below midsize orange rectangle number one there is midsize orange rectangle number two. Under the midsize green rectangle is midsize orange rectangle number one. Box DDD is disconnected from, away from and in front of another box named EEE. Over this box is box EEE. This box covers a midsize orange rectangle. A midsize white rectangle is within this box. Inside and touching box DDD there is another box named JJJ. This box covers a midsize white rectangle.",Does a midsize orange rectangle contain all midsize green rectangles?,No,Yes No,5,3,ntppi,dc,No
5,FR,1x1 1x2,"We have two boxes, called DDD and EEE. Box DDD with a midsize green rectangle is behind box EEE. A midsize white rectangle and another midsize green rectangle are within box DDD. Box DDD covers another midsize green rectangle. Midsize green rectangle number one and midsize green rectangle number three are under the midsize white rectangle. Under midsize green rectangle number two there is the midsize white rectangle. Midsize green rectangle number one and midsize green rectangle number two are over midsize green rectangle number three. A midsize white rectangle is inside box EEE. Box EEE contains a midsize orange rectangle. Above the midsize white rectangle there is the midsize orange rectangle.",What is the position of the midsize white rectangle in EEE relative to the orange shape?,BELOW,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,below,below,above
4,FR,1x2 0,"There are two boxes, called DDD and EEE. Box DDD covers a midsize orange rectangle. This box covers box EEE. A midsize green rectangle and a midsize white rectangle are in box EEE. Box EEE covers another midsize white rectangle. Midsize white rectangle number one touches the green shape. Midsize white rectangle number two touches this shape. Over this object there is the green shape.",What is the position of the green thing relative to DDD?,NTPP,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,2,2,ntpp,ntpp,po
6,FR,0x2 0x0,We have one block named HHH. This block contain a medium purple hexagon and a medium grey hexagon. A medium red hexagon is covered by and another medium red hexagon is in this block. The medium purple hexagon is above and medium red hexagon number one is below the grey thing. Medium red hexagon number two are over the medium purple hexagon and medium red hexagon number one.Medium red hexagon number one is below the purple object.,What is the position of the medium purple hexagon relative to medium red hexagon number one?,ABOVE,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,above,above,above
0,YN,1x0 2,A box called one has a medium green apple. We have a box named two. Box two covers a medium yellow apple. North of and to the east of this box there is another box named three with a medium yellow apple. Inside this box is box one. Another medium yellow apple and another medium yellow apple are within box three. Box three covers a medium green apple. The medium green apple touches medium yellow apple number one.,Is a medium yellow apple west of any box?,Yes,Yes No,3,2,left,left,No
5,FR,1x0 1x1,"There are two blocks, called HHH and LLL. A medium red hexagon is inside and touching and another medium red hexagon is inside block HHH. South of medium red hexagon number two there is medium red hexagon number one. In block HHH is block LLL with a medium red hexagon. This block covers another medium red hexagon. To the north of medium red hexagon number two is medium red hexagon number one.",What is the position of medium red hexagon number two covered by LLL relative to medium red hexagon number one in LLL?,BELOW,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,below,below,below
2,YN,0x1 0x2,A block called HHH contain a medium red hexagon and a grey hexagon. This block covers another medium red hexagon. The grey hexagon is over medium red hexagon number one. Below and touches medium red hexagon number one is medium red hexagon number two. Under the grey thing is this thing. Another block named LLL has block HHH. This block covers a medium purple hexagon.,Is medium red hexagon number one over the grey hexagon?,No,Yes No,1,1,above,below,No
2,YN,2x0 2,"Three blocks, named AAA, BBB and CCC exist. A medium black square is inside and another medium black square is covered by block AAA. Medium black square number two is below a medium yellow square. Block AAA contains the medium yellow square. Block BBB covers a medium black square. Block CCC covers a medium yellow square which is below another medium yellow square. Block CCC contains medium yellow square number two.",Is medium yellow square number one inside and touching all blocks?,No,Yes No,1,1,tpp,tpp,No
3,YN,0 0x0,"One block called AAA exists in the image. This block has a big yellow triangle. Under a medium triangle there is the big yellow triangle. The medium triangle is within block AAA. A big black object is under, in front of and near to the big yellow triangle.Behind and close to the big yellow triangle there is the medium triangle. The black shape is inside and touching block AAA.",Do all blocks cover all big black objects?,Yes,Yes No,1,1,tppi,tppi,No
3,YN,2x3 1,"There exist three boxes, called one, two and three. To the north of and disconnected from box two is box three. Box two have two medium yellow apples and a medium green apple. The medium green apple is north of medium yellow apple number two. North of medium yellow apple number one there is medium yellow apple number two. Box three has a medium yellow apple. A medium orange apple is inside this box.",Is an orange apple north of box two?,Yes,Yes No,1,2,above,above,No
5,FR,0x0 0x1,There is one block called HHH. A medium red hexagon is inside block HHH. Another medium red hexagon is below and a medium grey shape touches this thing. Block HHH covers medium red hexagon number two. This block has the medium grey shape. Under the grey thing is medium red hexagon number one. This thing touches medium red hexagon number two.,Where is medium red hexagon number two relative to medium red hexagon number one?,BELOW EC,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,ec,ec,above
0,YN,1x0 1,"We have three blocks, called AAA, BBB and CCC. Block CCC touches block AAA. Block AAA has a medium yellow square. A medium black square is to the south of the medium yellow square. The medium black square is inside and touching block AAA. Block BBB covers a medium blue square and has another medium blue square. A medium yellow square is inside this block. To the north of medium blue square number two there is this thing. Block CCC covers a medium blue square. Another medium blue square and a medium black square are inside this block. The medium black square touches and medium blue square number two is to the north of medium blue square number one. Medium blue square number two touches the shape which touches medium blue square number one.",Is any medium blue square covered by BBB?,Yes,Yes No,1,1,tpp,tpp,Yes
3,YN,2x2 2,"Three blocks, called AAA, BBB and CCC exist in the image. Block AAA covers a medium blue square. This block is to the south of block BBB. Away from and in front of this block there is block BBB. Two medium black squares are inside this block. A medium blue square touches and medium black square number one is north of medium black square number two. The medium blue square is inside and touching block BBB. Block CCC has a medium blue square. A medium yellow square is in this block.",Are all medium shapes in CCC?,No,Yes No,1,1,ntpp,ntpp,No
1,YN,0x1 0,We have one box named DDD. This box has a green rectangle and covers a midsize orange thing. The orange thing is to the south of the green rectangle.,Is any green rectangle in all boxes?,Yes,Yes No,1,1,ntpp,ntpp,No
2,YN,0 0x1,One block named HHH exists in the image. A medium red hexagon is inside and another medium red hexagon is inside and touching block HHH. Medium red hexagon number two is below medium red hexagon number one. Medium red hexagon number one is below and touches a medium grey hexagon. Block HHH contains the medium grey hexagon.,Does a block contain a medium red hexagon?,Yes,Yes No,1,1,ntppi,ntppi,Yes
4,FR,1x0 0,"We have two blocks, called HHH and LLL. Block HHH contains a medium grey hexagon. Another medium grey hexagon is covered by this block. North of this shape there is medium grey hexagon number one. Block HHH has block LLL. Block LLL covers a medium grey hexagon.",Where is the medium grey hexagon covered by block LLL regarding HHH?,NTPP,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,3,2,ntppi,ntpp,inside
1,YN,0x2 0x0,There exists one block called HHH. A medium grey hexagon is inside block HHH. Block HHH have a medium red hexagon and another medium grey hexagon. This block covers another medium red hexagon. Above medium red hexagon number two there is medium grey hexagon number one. Medium grey hexagon number two and medium red hexagon number one are over this object.Medium grey hexagon number two touches medium red hexagon number one.Medium red hexagon number two touches medium grey hexagon number one. Below medium grey hexagon number two is medium red hexagon number one. Medium grey hexagon number one touches this thing.,Is any red hexagon above all medium red hexagons?,No,Yes No,1,2,above,above,No
7,FR,0 0x0,A block named HHH contain a medium grey thing and a red hexagon. The grey thing is below the red object. Above and touches a medium purple hexagon is this thing. The purple thing is covered by block HHH.,Where is block HHH relative to the purple object?,TPPI,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,tppi,tppi,"above, tpp"
6,FR,1x0 0x2,"We have three boxes, named DDD, EEE and JJJ. Box EEE has box JJJ. Box DDD is north of, disconnected from and in front of this box. This box covers a midsize orange rectangle. A midsize white rectangle and a green rectangle are within this box. Box EEE covers a midsize orange rectangle and has another midsize orange rectangle. To the south of midsize orange rectangle number two is midsize orange rectangle number one. Box JJJ contains a midsize white rectangle.",Where is midsize orange rectangle number one relative to the green rectangle?,BELOW BEHIND DC,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,5,3,dc,dc,below
5,FR,0x0 0,There exists one box called DDD. This box has a midsize white thing and covers an orange rectangle. Above the orange rectangle there is the white thing.,Where is the orange shape relative to box?,TPP,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,tpp,tpp,po
5,FR,0x2 0x3,"There are two boxes, called one and two. A small orange apple and a small watermelon are in box one. A medium melon is covered by box one. Box one has a small green apple. The orange fruit is near to the small green apple and is to the east of the small watermelon. This thing is west of the medium melon. The watermelon are to the north of the small green apple and the medium thing. West of the medium fruit is the small green apple. In box two there is box one. A big yellow melon is covered by box two.",Where is the small green apple relative to the orange fruit?,NEAR,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,far,near,near
0,YN,0x3 0x1,"Two blocks, called HHH and LLL exist in the image. In block HHH there is block LLL. A medium purple hexagon and a medium grey hexagon are within block HHH. Block HHH has another medium grey hexagon which is to the south of the medium purple hexagon. Block HHH covers another medium grey hexagon. To the south of medium grey hexagon number two there is medium grey hexagon number one. To the south of this thing is medium grey hexagon number three. A medium grey hexagon is in and a medium purple hexagon is inside and touching block LLL. The medium purple hexagon touches the medium grey hexagon.",Is any medium purple hexagon north of all medium objects?,No,Yes No,3,2,above,above,No
6,FR,0x1 0x3,"A block named AAA contain a big blue square, a medium circle and a medium black triangle. A medium yellow square is behind the circle and is below the big object. In front of the medium circle is the triangle. The medium yellow square is within block AAA. Below this thing there is the circle. The triangle is in front of the big object.",What is the position of the circle relative to the yellow shape?,BELOW FRONT,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,front,front,above
6,FR,2x1 2x0,"Three boxes, called one, two and three exist in the image. In box two is box three. A medium green apple is inside and touching box one. A small orange melon is within box two. Box two has a medium yellow watermelon which is on the left side of this thing. A big green watermelon and a small orange melon are inside box three. On the right side of a medium orange melon there is the big green watermelon. Box three has the medium orange melon. This box has another small orange melon. On the right side of small orange melon number two there is the medium orange melon. Small orange melon number one is below the big green watermelon.",Where is the medium orange melon regarding the big green watermelon?,LEFT,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,left,left,right
5,FR,0x1 0x0,A large green rectangle and a tiny dimond are in a box called DDD. Box DDD covers a midsize white oval which is in front of and close to the large green rectangle. Above and in front of the tiny dimond there is the large thing.,What is the position of the large green rectangle regarding the midsize white oval?,BEHIND NEAR,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,near,near,behind
2,FR,0x0 0x1,"Three blocks, called HHH, LLL and KKK exist in the image. A medium grey hexagon is inside and a medium purple hexagon is inside and touching block HHH. The medium grey hexagon touches the medium purple hexagon. A medium red hexagon and a medium purple hexagon are inside block LLL. To the south of and touches the medium purple hexagon there is the medium red hexagon. Block KKK covers a medium red hexagon and has a medium purple hexagon. A medium grey hexagon is inside this block. The medium purple hexagon touches this thing. This shape touches the medium red hexagon.",What is the position of the medium purple hexagon covered by block HHH relative to the medium grey hexagon in HHH?,EC,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,ec,ec,po
1,YN,1 0,"There exist two blocks, called HHH and LLL. A medium purple hexagon is covered by block HHH. Block HHH has a medium red hexagon. The medium purple hexagon touches the medium red hexagon. Block HHH overlaps block LLL. A medium red hexagon is inside and a medium purple hexagon is covered by block LLL. The medium purple hexagon touches the medium red hexagon.",Do all blocks touch HHH?,No,Yes No,1,1,ec,po,No
7,FR,1x0 1x1,A medium purple hexagon is inside and touching a block called HHH. Inside and touching block HHH there is another block named LLL. A red hexagon is inside and touching and a medium purple hexagon is inside this block. The medium purple hexagon is to the north of the red thing.,What is the position of the red hexagon regarding the medium purple hexagon in LLL?,BELOW,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,below,below,south
1,YN,0 1,"We have two blocks, called HHH and LLL. Block HHH has a medium grey hexagon and covers a medium purple thing. To the south of the grey shape there is the medium purple thing. The grey shape touches this object. Block LLL overlaps block HHH. To the south of another medium red hexagon is a medium red hexagon. Medium red hexagon number one is covered by block LLL. Medium red hexagon number two is inside block LLL.",Does any block overlap a block?,Yes,Yes No,1,1,po,po,Yes
3,FR,0x0 0x3,A box called one contain a medium green melon and a big orange apple. The big orange apple is to the south of the medium green melon and is west of a medium orange melon. Box one covers a big green watermelon which is east of the medium green melon. Box one covers the medium orange melon. The medium orange melon is south of the big orange apple and is east of the big green watermelon. West of the big orange apple is the medium green melon. Another box named two contains box one.,Where is the medium green melon regarding the medium orange melon?,LEFT ABOVE,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,3,2,left,left,"right, west"
5,FR,0x0 0,There exists one block named AAA. This block have a medium yellow thing and a medium blue square. The medium yellow thing are above a medium black square and the blue thing. Block AAA covers another medium black square. Medium black square number one is within this block. Medium black square number one is over the blue shape. The medium blue square is above medium black square number two. Under medium black square number one is medium black square number two.,What is the position of medium black square number two relative to block?,TPP,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,tpp,tpp,ntpp
5,FR,0x3 1x0,"There exist two boxes, named DDD and EEE. A large oval and a midsize white oval are covered by box DDD. Behind a midsize orange oval there is the midsize white oval. Box DDD has the midsize orange oval. Behind a tiny orange oval there is the midsize orange oval. The tiny orange oval is inside box DDD. In front of the object that was behind midsize orange oval number one there is another midsize orange oval. Midsize orange oval number two is within box DDD. In front of the object which was in front of the white object there is the large oval. The tiny orange oval is in front of this shape. Above, behind and disconnected from box EEE there is box DDD. Box EEE covers a tiny rectangle.",What is the position of the tiny orange oval relative to the tiny rectangle?,ABOVE BEHIND DC,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,2,3,left,behind,above
2,YN,0 0x0,"We have two blocks, called HHH and LLL. Within block HHH there is block LLL. Block HHH has a medium grey hexagon. A purple hexagon touches and medium grey hexagon number one is over another medium grey hexagon. Medium grey hexagon number two is inside and touching block HHH. The purple shape is within block HHH. A medium grey hexagon is inside block LLL. Block LLL covers a medium red hexagon.",Does a block cover a medium hexagon?,Yes,Yes No,1,1,tppi,tppi,Yes
0,YN,0x4 0x3,"A block called AAA have a medium blue triangle, a small circle and a medium blue square. A big yellow circle is west of and the small object is south of the medium blue triangle. The big yellow circle is inside and touching block AAA. Close to the medium blue square there is the triangle. A big yellow square is covered by block AAA. This object is north of the object which was west of the triangle.",Is any blue thing to the east of a big yellow circle?,Yes,Yes No,1,1,right,right,No
1,YN,1x1 2x1,"We have three blocks, named HHH, LLL and KKK. North of a red hexagon is a medium grey hexagon. The medium grey hexagon is inside block LLL. Block LLL has the red object. A medium purple hexagon is inside and touching this block. Block KKK with two medium grey hexagons is disconnected from this block. North of, to the west of and close to this block there is block LLL. Medium grey hexagon number one touches medium grey hexagon number two.",Is a red hexagon to the west of any medium grey hexagon?,Yes,Yes No,3,3,left,left,No
3,YN,1x2 1x3,A medium red hexagon is covered by a block called HHH. Block HHH contains another block named LLL. A medium purple hexagon is south of and a medium grey hexagon is north of a medium red hexagon. Block LLL has the medium red hexagon. This block covers the medium purple hexagon. The grey shape is in this block. This block has another medium purple hexagon which is north of the medium grey hexagon. The medium red hexagon is to the south of this thing and touches medium purple hexagon number one. The object which was north of the medium red hexagon is to the north of medium purple hexagon number one.,Is any object north of medium purple hexagon number two?,No,Yes No,1,1,above,below,Yes
2,YN,0x1 0x2,"We have two boxes, named DDD and EEE. Disconnected from and in front of box DDD is box EEE. Below this box is box DDD with a midsize white rectangle. A midsize green rectangle is within box DDD. The midsize white rectangle touches this shape. Two midsize white rectangles are inside box EEE. A midsize green rectangle is covered by box EEE.",Does a midsize green rectangle touch all midsize white rectangles?,No,Yes No,1,1,ec,ec,No
2,YN,0x3 0,A medium black square is covered by and a medium yellow shape is in a block called AAA. Block AAA has a medium blue square which is above the yellow object. The yellow thing is below another medium blue square. Above and touches medium blue square number two is the shape which was above the yellow shape. Block AAA has medium blue square number two. Over the medium black square is medium blue square number two. Under and touches the yellow shape there is the medium black square.,Is a thing in AAA?,Yes,Yes No,1,1,ntpp,ntpp,Yes
2,YN,1x1 0x1,A block called AAA covers a medium black square and contains a medium yellow square. Over the black shape is the medium yellow square. Block AAA is disconnected from and in front of another block called BBB. Block BBB with a medium yellow square is below this block. Below the medium yellow square is a medium blue square. The medium blue square is covered by block BBB. The medium yellow square touches this thing.,Are all medium yellow squares disconnected from any medium yellow square?,No,Yes No,4,3,dc,dc,No
6,FR,0x3 0x1,There is one box named DDD. A white rectangle and a midsize dimond are within box DDD. Box DDD have a tiny white dimond and a large white dimond. The large white dimond is near to the midsize thing and is below the rectangle. Under and to the right of the tiny white dimond is the rectangle. Over and to the right-hand side of the midsize shape there is the tiny white dimond.,Where is the large white dimond regarding the tiny white dimond?,BELOW,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,2,above,below,below
3,FR,0 0x0,There exists one box named DDD. A midsize orange rectangle is inside and touching and a midsize green rectangle is inside box DDD. Over the orange object there is the midsize green rectangle.,What is the position of DDD relative to the orange thing?,TPPI,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,tppi,tppi,The correct answer is: tpp
3,FR,2x4 0,"Three boxes, named one, two and three exist in the image. A medium yellow apple is inside and touching box one. Below, disconnected from, away from and to the left-hand side of box one is box three. A small orange melon, a medium yellow apple and a big orange apple are in this box. Box three covers a big yellow apple. A medium orange apple is near to the medium yellow apple and is on the left side of the big yellow apple. The medium orange apple is inside and touching box three. Over the big yellow apple is the big orange apple.",Where is the small orange melon regarding box one?,LEFT BELOW FAR DC,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,2,left,left,dc
