q_id,q_type,q_query,story,question,answer,choices,reasoning_steps,num_facts,asked_relation,target_relation,model_answer
1,YN,1 2,"Three boxes, named one, two and three exist. Box one contains box two. On the left side of and close to box two there is box three. A medium orange watermelon and a medium orange apple are covered by box one. A big green melon and the medium orange apple are below a big yellow apple. Box one covers the big yellow apple. This box contains the big green melon. Close to the big green melon there is the medium orange apple. Above the big green melon there is the medium orange watermelon. Box two have a medium green apple and a medium yellow watermelon.",Is any box near to box three?,Yes,Yes No,1,1,near,near,Yes
7,FR,0x0 0x1,"We have two blocks, called AAA and BBB. Block BBB is below and disconnected from block AAA. Block AAA with a big black triangle is in front of and close to this block. A big blue circle is inside and touching block AAA. In front of the big black triangle is this object. Block BBB contains a big black triangle.",Where is the big black triangle in block AAA regarding the big blue circle?,BEHIND,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,behind,behind,behind
1,YN,0x1 0x0,A box called DDD contains a midsize orange rectangle. Another midsize orange rectangle is under midsize orange rectangle number one. Midsize orange rectangle number two is covered by box DDD. Box DDD is in another box named EEE. A midsize orange rectangle is covered by box EEE.,Is midsize orange rectangle number one under midsize orange rectangle number two?,No,Yes No,1,1,below,above,No
1,YN,1 1x1,A medium blue shape is within a block named AAA. Another block called BBB is north of and disconnected from block AAA. In front of this block is block AAA. A medium yellow square is within and another medium yellow square is covered by block BBB. Medium yellow square number two touches medium yellow square number one. North of this shape is medium yellow square number one. There is a block called CCC. A medium black square is inside and touching block CCC. Block CCC contains a medium yellow square. The medium yellow square touches the black thing.,Does any block contain medium yellow square number one?,Yes,Yes No,1,1,ntppi,ntppi,No
1,YN,1x2 1x3,"There exist three boxes, named one, two and three. Box two is within box one. This box covers a medium orange apple and contains another medium orange apple. A medium green apple and a medium yellow apple touch medium orange apple number two. The green thing and the medium yellow apple are in box two. Medium orange apple number one touches the medium yellow apple. Under the green fruit there is the medium yellow apple. Medium orange apple number two is over medium orange apple number one. A medium orange apple and a medium yellow apple are inside box three. The medium orange apple touch the medium yellow apple and another medium yellow apple. Box three covers medium yellow apple number two.",Does medium orange apple number two touch all apples?,No,Yes No,1,1,ec,ec,No
3,YN,1 0,"There are two boxes, called DDD and EEE. Box DDD contains box EEE. This box cover a tiny green dimond, a midsize orange oval and a large orange oval. A tiny green oval and a tiny white dimond are to the right-hand side of the tiny green dimond. The tiny green oval, the tiny white dimond and a large white dimond are in box DDD. The midsize object is below the tiny green oval. To the left of the large white dimond there is the tiny green dimond. The large orange oval touches the tiny green oval. Above the tiny white dimond there is the large white dimond. A tiny white dimond is within box EEE. Box EEE contain a tiny green rectangle and a tiny white rectangle. To the left of the tiny green rectangle is the tiny white dimond. The tiny white rectangle is to the left-hand side of this object.",Are all boxes inside a box?,No,Yes No,1,1,ntpp,ntpp,No
1,YN,2x0 2x3,"There exist three blocks, named AAA, BBB and CCC. Block BBB is within and block CCC is below block AAA. On the left side of block CCC there is block AAA. Block BBB has a medium yellow square. Over medium yellow square number one is another medium yellow square. Medium yellow square number two is inside block BBB. A medium black square is within block BBB. Block CCC contain a medium yellow square and two medium blue squares. The medium yellow square are above another medium blue square and medium blue square number two. Below medium blue square number two is medium blue square number three. Block CCC covers medium blue square number three. Medium blue square number three is under medium blue square number one. Medium blue square number one is under the shape which was above medium blue square number two.",Are all medium blue squares under a medium yellow square?,Yes,Yes No,1,2,below,below,No
0,YN,0x1 1x2,"Two blocks, named AAA and BBB exist. Above and behind block AAA there is block BBB. Disconnected from this block there is block AAA with a medium yellow square. Another medium yellow square is inside and touching block AAA. Block BBB has a medium blue square. A medium yellow square is inside and another medium blue square is covered by this block.",Is any object disconnected from a medium yellow square?,Yes,Yes No,4,3,dc,dc,Yes
2,YN,0x1 0x2,There exists one block named AAA. This block have a medium yellow thing and a medium blue square. The medium yellow thing are above a medium black square and the blue thing. Block AAA covers another medium black square. Medium black square number one is within this block. Medium black square number one is over the blue shape. The medium blue square is above medium black square number two. Under medium black square number one is medium black square number two.,Is the blue thing below all shapes?,No,Yes No,1,1,below,below,No
5,FR,0x0 0,There exists one box named DDD. This box covers a midsize white object and has a midsize orange rectangle. Another midsize orange rectangle is in this box. Over and touches the white object there is midsize orange rectangle number one. Over and touches this object is midsize orange rectangle number two.,Where is the white shape relative to box DDD?,TPP,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,tpp,tpp,inside
0,YN,2 1x0,A box called DDD covers a midsize green rectangle and contains another midsize green rectangle. To the south of and in front of this box there is another box called EEE. A midsize green rectangle is inside and touching this box. Box EEE is disconnected from another box called JJJ. To the south of and in front of this box there is box JJJ. This box covers a midsize green rectangle.,Are all boxes in front of a midsize green rectangle?,No,Yes No,2,2,front,front,Yes
0,YN,1x0 0,"We have two boxes, named DDD and EEE. Box DDD covers a midsize orange rectangle and contains another midsize orange rectangle. North of midsize orange rectangle number one is midsize orange rectangle number two. Midsize orange rectangle number one touches this shape. Behind, disconnected from and away from box DDD there is box EEE. North of this box there is box DDD. A white rectangle is covered by box EEE.",Is the white rectangle behind box DDD?,Yes,Yes No,1,2,behind,behind,Yes
2,YN,0 0x2,"A small green melon, a big yellow apple and an orange melon are within a box named one. On the right side of the green thing there is the big thing. To the right of this thing is the orange fruit.",Does box one have a small fruit?,Yes,Yes No,1,1,ntppi,ntppi,Yes
3,FR,0x0 0x1,We have one box called one. A medium green melon and a small orange melon are within box one. The orange thing is close to the medium green melon.,Where is the medium green melon relative to the small orange melon?,NEAR,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,near,near,near
3,YN,0x0 0,"There exist two boxes, named DDD and EEE. Box DDD covers a midsize green object and contains a midsize orange rectangle. Box EEE with two midsize white rectangles has this box. A midsize orange rectangle is above and midsize white rectangle number two is under midsize white rectangle number one. The midsize orange rectangle is in box EEE. Box EEE covers another midsize white rectangle. Below and touches midsize white rectangle number two is midsize white rectangle number three. Below the midsize orange rectangle there is the thing which was below midsize white rectangle number one.",Is the midsize green object inside and touching all boxes?,No,Yes No,1,1,tpp,tpp,No
5,FR,0 0x3,"There exists one box named DDD. An orange dimond, a tiny oval and a midsize orange oval are within box DDD. Box DDD has a white rectangle. The rectangle is east of the midsize orange oval. North of and to the east of the tiny shape there is this object. The orange dimond is west of and near to the midsize orange oval. To the east of this shape is the tiny oval. Near to this thing is the dimond.",Where is box DDD relative to the dimond?,NTPPI,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,po,ntppi,near
3,FR,0 1,"We have two blocks, called HHH and LLL. Block LLL touches block HHH. A little purple hexagon and two little red stars are within block HHH. Near to the little purple hexagon is a medium red hexagon. The medium thing is covered by block HHH. A large grey pentagon is inside and touching block HHH. This shape is south of and little red star number two is to the west of little red star number one.",Where is block HHH regarding LLL?,EC,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,ec,ec,near
3,FR,1x0 0x0,"There exist three boxes, named one, two and three. Box three is to the north of box two and is west of box one. Disconnected from and west of this box is box two. Box one covers a medium green apple. A medium green apple is covered by and a medium yellow apple is in box two. Box three covers a medium yellow apple.",Where is the medium green apple covered by box two relative to the medium green apple covered by box one?,LEFT,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,3,4,left,left,right
3,YN,0x4 0x1,"A block named HHH has a little red star and covers a little grey pentagon. A little grey hexagon, a large grey star, a large red star and a large red pentagon are inside this block. North of the little grey hexagon there is the large red star. The large grey star is to the north of and the large red pentagon is to the west of this thing. West of the little grey pentagon is the little red star. To the north of the little grey hexagon there is the large red pentagon. South of and far from another block named LLL is block HHH. Block LLL covers a large grey hexagon.",Are all grey objects south of the large grey star?,No,Yes No,3,2,below,below,No
4,FR,0x2 0x1,"Two boxes, called DDD and EEE exist. Box DDD contain a midsize orange rectangle and a midsize white rectangle. The midsize orange rectangle touches the midsize white rectangle. To the south of another midsize orange rectangle there is the midsize white rectangle. Midsize orange rectangle number two is in box DDD. In box DDD there is box EEE with a midsize orange rectangle. Another midsize orange rectangle is inside this box. This thing touches midsize orange rectangle number one.",What is the position of the midsize white rectangle relative to midsize orange rectangle number one in DDD?,EC,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,ec,ec,right
4,FR,0 0x0,A medium black square is inside and touching a block named AAA. Block AAA contains a medium yellow shape. The medium black square touches the yellow shape.,Where is block regarding the black shape?,TPPI,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,tppi,tppi,near
7,FR,0x1 0x0,One box called DDD exists. Two midsize white rectangles are within box DDD. A midsize orange shape is covered by box DDD. To the south of midsize white rectangle number two there is midsize white rectangle number one. Midsize white rectangle number two touches this shape. The midsize orange shape is south of and touches the object which was to the south of midsize white rectangle number two. Midsize white rectangle number two touches and midsize white rectangle number one is to the south of a green rectangle. Box DDD contains the green shape.,Where is midsize white rectangle number one relative to the orange thing?,ABOVE EC,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,ec,ec,above
4,FR,0 1,"There exist two blocks, named AAA and BBB. Above, disconnected from and near to block AAA is block BBB. In front of this block is block AAA with a medium black square. This block covers another medium black square. A blue square is inside block BBB. Block BBB covers a medium yellow shape.",What is the position of block AAA regarding BBB?,BELOW FRONT NEAR DC,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,near,near,below
7,FR,0x2 1,"Two blocks, named HHH and LLL exist in the image. On the left side of block HHH is block LLL. Over this block there is block HHH. A large red hexagon is covered by and a large purple star is in block HHH. A medium purple star is covered by and a medium purple pentagon is within block LLL. The medium purple star are below another medium purple star and the medium purple pentagon. Block LLL have a little purple pentagon, medium purple star number two and a little grey hexagon. To the right-hand side of the little purple pentagon is the little grey hexagon.",Where is the large purple star relative to LLL?,RIGHT ABOVE,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,2,2,right,right,above
7,FR,1x4 1,"There are two blocks, named AAA and BBB. Block AAA has a medium black shape. Block BBB covers a big blue circle which are behind a big yellow circle and a small yellow circle.This shape is close to a big blue square. The big blue square is within block BBB. To the north of this thing there is the big yellow circle. The small object and another big blue square are inside block BBB. The big yellow circle is covered by block BBB.",Where is the big blue circle regarding block BBB?,TPP,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,tpp,tpp,behind
0,YN,1x0 0,"We have two blocks, named AAA and BBB. Block AAA covers a medium black square. Block BBB with a medium yellow square and a medium blue square is disconnected from this block. Behind, to the south of and away from this block there is block AAA. Another medium yellow square is inside and touching block BBB.",Is medium yellow square number two disconnected from a block?,Yes,Yes No,1,2,dc,dc,No
4,FR,1x2 1x1,A block named AAA covers a medium black square and has a medium yellow square. South of the medium yellow square there is the medium black square. A block named BBB exists in the image. Block BBB contain a medium blue square and a medium yellow square. A medium black square touches and another medium blue square is to the south of the medium yellow square. The medium black square is inside block BBB. This block covers medium blue square number two. To the south of and touches the medium black square there is medium blue square number two. A block named CCC exists.,Where is the medium yellow square in BBB relative to the medium black square in block BBB?,EC,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,ec,ec,above
2,YN,0x5 0x1,"There are two boxes, called DDD and EEE. Box DDD contains box EEE. This box cover a tiny green dimond, a midsize orange oval and a large orange oval. A tiny green oval and a tiny white dimond are to the right-hand side of the tiny green dimond. The tiny green oval, the tiny white dimond and a large white dimond are in box DDD. The midsize object is below the tiny green oval. To the left of the large white dimond there is the tiny green dimond. The large orange oval touches the tiny green oval. Above the tiny white dimond there is the large white dimond. A tiny white dimond is within box EEE. Box EEE contain a tiny green rectangle and a tiny white rectangle. To the left of the tiny green rectangle is the tiny white dimond. The tiny white rectangle is to the left-hand side of this object.",Are all dimonds above the tiny green oval?,No,Yes No,1,1,above,left,No
4,FR,0 1x2,"A medium black square is covered by a block named AAA. Block AAA contains a medium yellow square. Disconnected from, far from and in front of another block called BBB there is this block. To the north of this block there is block BBB with a medium black square. A medium yellow square is within this block. Block BBB covers another medium yellow square.",What is the position of AAA regarding the medium black square in BBB?,BELOW FRONT FAR DC,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,2,dc,dc,behind
5,FR,0x0 0,"Two blocks, called HHH and LLL exist in the image. Block HHH has a grey hexagon and covers a medium purple hexagon. Another medium purple hexagon and a medium red hexagon are inside this block. Medium purple hexagon number one is under medium purple hexagon number two. Above and touches medium purple hexagon number two there is the red object. Medium purple hexagon number two touches medium purple hexagon number one. The grey hexagon touches the medium red hexagon. Block HHH is on the right side of block LLL. Block LLL is disconnected from this block. A medium purple hexagon is in this block.",Where is medium purple hexagon number one regarding HHH?,TPP,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,po,tpp,below
0,YN,0x0 0x2,Two medium yellow squares and a medium blue square are within a block named AAA. A medium black square is covered by block AAA. This shape is under medium yellow square number two. Below the medium blue square there is medium yellow square number two. Another block called BBB with a medium black square and a medium blue square is over and in front of block AAA. Block AAA is disconnected from this block.,Is any object under any medium blue square?,Yes,Yes No,1,2,below,below,Yes
2,YN,0x1 0x0,One block named AAA exists. This block covers a medium yellow square and contains another medium yellow square. Over medium yellow square number one there is medium yellow square number two. A medium blue square is within block AAA. This thing is over and medium yellow square number one touches medium yellow square number two.,Does medium yellow square number two touch a medium yellow square?,Yes,Yes No,1,1,ec,ec,Yes
1,YN,1x0 1,"Two blocks, named HHH and LLL exist in the image. A medium red hexagon is inside and touching and another medium red hexagon is within block HHH. Medium red hexagon number two is over medium red hexagon number one. Block HHH has another medium red hexagon. Block LLL covers a medium red hexagon and has another medium red hexagon. Another medium red hexagon and a medium grey hexagon are within this block. Medium red hexagon number three is over medium red hexagon number one. Medium red hexagon number two is under the grey object. Under and touches the grey shape is medium red hexagon number three. Medium red hexagon number two is below this shape and is over medium red hexagon number one.",Is a medium red hexagon number one inside and touching all blocks?,No,Yes No,1,1,tpp,tpp,No
2,YN,0x0 0,"There exist two boxes, named one and two. Box one with a medium yellow apple contains box two. This box covers a big yellow melon. The big yellow melon is on the left side of the medium yellow apple. Box two cover a small yellow melon and a big orange watermelon. A medium orange watermelon is within and another big orange watermelon is covered by this box. The small yellow melon is to the right-hand side of big orange watermelon number one and is over the medium orange watermelon.",Is the big yellow melon covered by box one?,Yes,Yes No,1,1,tpp,tpp,Yes
5,FR,0x1 1x1,A midsize orange rectangle is within a box named DDD. Box DDD contains a green rectangle which is to the north of a midsize white rectangle. Box DDD covers the midsize white rectangle. The midsize orange rectangle is to the north of the green shape. Disconnected from and farther from box DDD is another box named EEE. A midsize white rectangle is inside and a midsize orange rectangle is covered by this box.,Where is the green rectangle regarding the midsize white rectangle in EEE?,FAR DC,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,5,3,far,far,above
4,FR,1x3 0x1,"We have two boxes, called DDD and EEE. Box DDD contains a midsize orange rectangle. A midsize white rectangle is covered by this box. Behind and disconnected from box EEE there is box DDD. To the south of and away from this box there is box EEE. A midsize orange rectangle is inside and a midsize white rectangle is inside and touching this box.",Where is the midsize orange rectangle in EEE relative to the midsize orange rectangle in DDD?,BELOW FRONT FAR DC,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,2,3,far,far,behind
0,YN,0x4 1,"A block named HHH has a little red star and covers a little grey pentagon. A little grey hexagon, a large grey star, a large red star and a large red pentagon are inside this block. North of the little grey hexagon there is the large red star. The large grey star is to the north of and the large red pentagon is to the west of this thing. West of the little grey pentagon is the little red star. To the north of the little grey hexagon there is the large red pentagon. South of and far from another block named LLL is block HHH. Block LLL covers a large grey hexagon.",Are all little grey hexagons away from a block?,Yes,Yes No,1,2,far,far,No
4,FR,0 1x1,"There are two boxes, named DDD and EEE. Box DDD covers a midsize white rectangle. Over midsize white rectangle number one there is another midsize white rectangle. Midsize white rectangle number two is within box DDD. Over, behind and disconnected from box DDD is box EEE. A midsize orange rectangle is within this box. Box EEE covers a midsize white rectangle.",What is the position of box DDD relative to the midsize orange rectangle?,BELOW FRONT DC,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,3,2,front,front,behind
2,YN,0x0 0x2,"There exist three boxes, called DDD, EEE and JJJ. Box DDD covers a midsize green rectangle and has a large orange rectangle. A midsize orange rectangle is inside this box. This object is above and the large orange rectangle is behind the midsize green rectangle. Behind the large orange rectangle there is the thing that was above the midsize green rectangle. Over, behind and away from box DDD there is box EEE. This box covers a tiny green rectangle. Within box DDD there is box JJJ with a tiny green rectangle and a midsize dimond. This box covers a large white oval which is in front of the dimond.",Is any large orange rectangle in front of a shape?,Yes,Yes No,1,1,front,front,No
1,YN,1x0 1x1,A green apple is covered by and a medium orange apple is in a box named one. The green fruit touches the medium orange apple. Within another box called two there is box one. A medium yellow apple is to the north of a medium orange apple and is to the south of another medium yellow apple. Medium yellow apple number one is in box two. Box two covers the medium orange apple. This box has medium yellow apple number two.,Are all things south of all medium yellow apples?,No,Yes No,1,1,below,below,No
0,YN,0x2 0x0,A block called AAA have two medium black squares and a medium blue square. Medium black square number two is over and another medium blue square is under the medium blue square. Medium blue square number two is covered by block AAA. Above the object which was over medium blue square number one is medium black square number one. Medium blue square number one touches medium black square number two. This shape touches medium blue square number two. Medium blue square number two is below medium black square number one.,Is any medium black square above all medium squares?,No,Yes No,2,2,above,above,Yes
3,YN,2x1 2x2,"Three boxes, called DDD, EEE and JJJ exist. To the south of box EEE there is box DDD with a midsize white rectangle. Box EEE is behind this box. Box DDD covers a midsize green rectangle. Box EEE contain a midsize white rectangle and a midsize green rectangle. The midsize white rectangle touches the midsize green rectangle. Box JJJ have a midsize white rectangle and a midsize orange rectangle. North of midsize white rectangle number one is another midsize white rectangle. Midsize white rectangle number two is inside box JJJ. A midsize green rectangle is inside and touching box JJJ. Midsize white rectangle number two and the midsize orange rectangle are north of this shape.",Is an object south of midsize white rectangle number two?,Yes,Yes No,1,1,below,below,Yes
6,FR,1x3 0x2,"Two boxes, called DDD and EEE exist. A tiny green dimond is covered by box DDD. Box DDD covers a large orange rectangle and has a tiny orange dimond. Box EEE with a large white oval is behind and disconnected from this box. Box DDD is above this box. A large orange rectangle is covered by box EEE.",Where is the large orange rectangle covered by EEE regarding the tiny orange dimond?,BELOW BEHIND DC,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,2,3,behind,behind,below
2,YN,1x1 1x0,"Two blocks, called HHH and LLL exist. Block LLL touches block HHH. A medium red hexagon and a medium grey object are inside block LLL. Block LLL contains a medium purple thing and covers another medium red hexagon. To the south of the medium grey object is medium red hexagon number one. The purple thing is to the south of this thing. Medium red hexagon number two touches this shape. The grey object touches medium red hexagon number one.",Do all shapes touch any medium red hexagon?,No,Yes No,1,1,ec,ec,Yes
1,YN,1x0 0x0,"Two blocks, named AAA and BBB exist in the image. A medium blue square is inside and touching block AAA. Away from and in front of block AAA there is block BBB. North of and disconnected from this block is block AAA. A medium black square and a medium blue square are within block BBB. The black object touches a yellow square. The yellow square is inside and touching block BBB. The medium blue square is to the north of the object which touches the yellow shape.",Is the yellow thing in front of all medium blue squares?,No,Yes No,3,3,front,front,No
4,FR,0x1 0x0,"There exist two blocks, called AAA and BBB. Over and in front of block AAA is block BBB. Disconnected from this block there is block AAA with two medium yellow squares. Another medium yellow square is within block AAA. Block AAA covers a medium blue square which is under medium yellow square number two. Block BBB contains a medium blue square.",Where is medium yellow square number two relative to the medium blue square covered by AAA?,ABOVE,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,above,above,above
0,YN,1x2 2,"A medium purple hexagon is inside and touching a block called HHH. A block named LLL exists in the image. A medium purple hexagon is inside block LLL. Block LLL covers another medium purple hexagon. This block is in another block called KKK with a medium purple hexagon. South of, disconnected from and east of block KKK is block HHH.",Is any shape within all blocks?,No,Yes No,1,2,ntpp,ntpp,No
0,YN,0x3 0x0,"A block named AAA contain a big blue square, a medium circle and a medium black triangle. A medium yellow square is behind the circle and is below the big object. In front of the medium circle is the triangle. The medium yellow square is within block AAA. Below this thing there is the circle. The triangle is in front of the big object.",Are all medium yellow squares behind any medium black triangle?,Yes,Yes No,2,2,behind,behind,No
1,YN,2 1,"Three blocks, called HHH, LLL and KKK exist. Block LLL contain two medium red hexagons. A medium grey hexagon touches medium red hexagon number two. The medium grey hexagon is in block LLL. This block covers another medium red hexagon. This block covers block KKK. Block KKK is to the left-hand side of block HHH. This block covers a medium red hexagon.",Is a block inside and touching any block?,Yes,Yes No,1,1,tpp,tpp,Yes
6,FR,0x1 0x4,One box called one exists. This box have a big orange melon and two small green apples. Small green apple number one is to the right of a big green watermelon and is below the big orange melon. The big green watermelon is in box one. Box one covers a medium green watermelon. The medium green watermelon is to the right-hand side of and small green apple number two is to the left of small green apple number one. The big green watermelon is near to small green apple number two and is under the big orange melon. To the right of the fruit which was to the left of small green apple number one there is the big orange melon. On the left side of and near to the thing that was to the right-hand side of small green apple number one there is this fruit.,Where is small green apple number two regarding the big green watermelon?,NEAR,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,near,near,left
0,YN,1x0 1x2,"Three boxes, called one, two and three exist. Box one has a medium orange apple. A medium yellow apple is covered by this box. Box two have a medium green apple and a medium orange apple. Another medium orange apple is covered by this box. Medium orange apple number one is over medium orange apple number two. Below the medium green apple there is this fruit. The medium green apple touches this thing. Box two is inside box three. Within box one there is box three. A medium green apple is in this box. Box three covers a medium yellow apple.",Are all things under a medium green apple?,No,Yes No,2,2,below,below,No
3,YN,0 0x1,A block called AAA has a medium blue square and covers another medium blue square. Another medium blue square is within this block. Below this shape there is medium blue square number two. Medium blue square number three is under medium blue square number one. Medium blue square number one is over the thing which was below medium blue square number three.,Do all blocks contain all squares?,No,Yes No,1,1,ntppi,ntppi,No
1,YN,1x2 1x1,"Two boxes, named one and two exist. A small green watermelon is covered by and a small orange watermelon is in box one. Below the small green watermelon there is the small orange watermelon. Box two with a big green watermelon and a small apple is inside box one. To the left of and close to a medium orange watermelon is the apple. Box two covers the medium thing. On the left side of the big fruit there is the medium thing.",Are all things to the left of the big fruit?,No,Yes No,1,2,left,left,No
0,YN,2 1x3,"There are three blocks, named HHH, LLL and KKK. A medium red hexagon is inside and touching block HHH. Two medium purple hexagons are within block LLL. Medium purple hexagon number two touches medium purple hexagon number one. Block LLL contains a medium grey hexagon and covers another medium purple hexagon. Block KKK is over this block and is under block HHH. Block LLL is disconnected from and on the right side of this block. Block KKK covers a medium grey hexagon.",Is block KKK disconnected from all medium grey hexagons?,No,Yes No,2,2,dc,dc,No
0,YN,1 0x2,"Two boxes, named DDD and EEE exist in the image. Disconnected from box DDD there is box EEE. Far from this box is box DDD with a tiny white dimond, a midsize green oval, a tiny green oval and a midsize green dimond. This box covers another midsize green dimond. The tiny white dimond is north of the tiny green oval. North of and in front of midsize green dimond number one there is this object. Midsize green dimond number two is south of this shape. Box EEE contains a tiny rectangle.",Is EEE disconnected from all tiny white dimonds?,Yes,Yes No,1,2,dc,dc,Yes
1,YN,0x2 0,We have one box named one. A green watermelon is in box one. Box one covers a big green melon and contains a small yellow melon. To the right of the yellow thing is the watermelon. The small yellow melon is above this thing. Above and to the right-hand side of the watermelon is the big fruit.,Is the big thing covered by box?,Yes,Yes No,1,1,tpp,tpp,Yes
4,FR,0x0 0x2,There is one block named HHH. A medium grey shape is in block HHH. A medium purple hexagon is below a medium red object. Above and touches the red shape is the grey shape. Block HHH has the red thing. This block covers the medium purple hexagon. The medium red object touches the purple object.,Where is the medium purple hexagon regarding the grey shape?,BELOW,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,2,2,below,below,below
5,FR,0x1 0x2,A medium black triangle and a big blue triangle are inside a block called AAA. Block AAA cover a big black triangle and a blue circle. The big blue triangle is under the medium black triangle. This shape is behind and close to the big black triangle. The big black triangle is below this thing. This shape is behind and under the circle. The circle is under the medium black triangle.,What is the position of the big black triangle relative to the medium black triangle?,BELOW,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,2,below,below,above
6,FR,0 1,"We have two blocks, named AAA and BBB. Block AAA covers a medium blue square. Above, in front of and near to this block there is block BBB with a medium black square. Another medium black square touches a medium blue square. Medium black square number two is in block BBB. Block BBB covers the medium blue square. Over and touches the object which touches the medium blue square is medium black square number one.",Where is AAA regarding BBB?,BELOW BEHIND NEAR,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,near,near,below
2,YN,0 0x2,One box called DDD exists. This box has a midsize green rectangle and covers another midsize green rectangle. A midsize orange shape is above and midsize green rectangle number two touches midsize green rectangle number one. The midsize orange shape is within box DDD. Midsize green rectangle number one is over midsize green rectangle number two.,Does any box have all midsize things?,No,Yes No,1,1,ntppi,ntppi,Yes
2,YN,1 0,"A block named HHH has a little red star and covers a little grey pentagon. A little grey hexagon, a large grey star, a large red star and a large red pentagon are inside this block. North of the little grey hexagon there is the large red star. The large grey star is to the north of and the large red pentagon is to the west of this thing. West of the little grey pentagon is the little red star. To the north of the little grey hexagon there is the large red pentagon. South of and far from another block named LLL is block HHH. Block LLL covers a large grey hexagon.",Is a block far from a block?,Yes,Yes No,1,1,far,far,Yes
1,YN,2x0 2x3,"Three boxes, called one, two and three exist in the image. In box two is box three. A medium green apple is inside and touching box one. A small orange melon is within box two. Box two has a medium yellow watermelon which is on the left side of this thing. A big green watermelon and a small orange melon are inside box three. On the right side of a medium orange melon there is the big green watermelon. Box three has the medium orange melon. This box has another small orange melon. On the right side of small orange melon number two there is the medium orange melon. Small orange melon number one is below the big green watermelon.",Are all things on the right side of a fruit?,No,Yes No,1,2,right,right,No
5,FR,2x2 2x1,"Three boxes, called DDD, EEE and JJJ exist. Box DDD covers a midsize green rectangle. Another midsize green rectangle is south of a midsize orange rectangle. Midsize green rectangle number two is inside box DDD. The midsize orange rectangle is inside box DDD. Within box EEE there is box DDD. A midsize green rectangle is covered by and another midsize green rectangle is within box EEE. South of midsize green rectangle number two is midsize green rectangle number one. A midsize orange rectangle and a midsize green rectangle are within box JJJ. The midsize orange rectangle are north of another midsize green rectangle and another midsize orange rectangle. Box JJJ contains midsize orange rectangle number two and covers midsize green rectangle number two. Midsize orange rectangle number two touches midsize green rectangle number one and is north of midsize green rectangle number two.",What is the position of midsize green rectangle number one in JJJ regarding midsize orange rectangle number two?,EC,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,ec,ec,below
6,FR,1x1 1,A box called one covers a medium green apple. Covered by another box named two is this box. Box two covers a medium green apple which is under a medium yellow apple. Below and touches another medium green apple there is this thing. Box two has the medium yellow apple. This box contains medium green apple number two. Another medium yellow apple is in this box. Medium green apple number two is under medium yellow apple number two.,Where is medium green apple number two regarding box two?,NTPP,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,ntpp,ntpp,below
4,FR,1x0 0,"We have two boxes, named DDD and EEE. Box DDD covers a midsize orange rectangle and contains another midsize orange rectangle. North of midsize orange rectangle number one is midsize orange rectangle number two. Midsize orange rectangle number one touches this shape. Behind, disconnected from and away from box DDD there is box EEE. North of this box there is box DDD. A white rectangle is covered by box EEE.",What is the position of the white rectangle relative to DDD?,BELOW BEHIND FAR DC,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,2,behind,behind,behind
4,FR,2x0 0x0,"Three blocks, named HHH, LLL and KKK exist. Block KKK is disconnected from block LLL. Under and to the right of this block there is block LLL. Below and to the right of this block there is block HHH with a medium grey hexagon. A medium red hexagon is inside and touching and another medium grey hexagon is inside block HHH. Medium grey hexagon number one touches medium grey hexagon number two. Block LLL covers a medium purple hexagon. Block KKK covers a medium red hexagon.",What is the position of the medium red hexagon covered by block KKK relative to the medium red hexagon covered by HHH?,LEFT ABOVE,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,7,4,above,above,above
