q_id,q_type,q_query,story,question,answer,choices,reasoning_steps,num_facts,asked_relation,target_relation,model_answer
3,YN,0x2 1x1,"There are three boxes, named one, two and three. Box one contains a medium yellow apple and covers a medium orange apple. Another medium yellow apple is inside this box. Two medium yellow apples and a medium orange apple are within box two. Box three has box one and is west of box two. South of, disconnected from and far from this box is box two.",Is a medium yellow apple number two north of a medium orange apple?,Yes,Yes No,6,4,above,above,No
6,FR,0x2 0x3,"A medium green apple is within a box called one. Box one have a big green melon, a small yellow watermelon and a small orange melon. The medium thing is east of the small yellow watermelon. The small orange melon is east of and the yellow thing is south of this fruit. North of and to the west of the big thing is the watermelon. The big green melon is west of the thing which was to the east of the apple. Another box called two contains box one.",Where is the small yellow watermelon relative to the small orange melon?,LEFT,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,2,left,left,west
1,YN,1x0 2x0,"There are three boxes, named one, two and three. Box one covers a medium green apple. Box two covers a medium green apple. Box three is close to box one. Disconnected from and farther from box two is this box. South of and east of this box there is box two. North of another medium green apple there is a medium green apple. Medium green apple number one is within box three. Medium green apple number two is covered by box three. Another medium green apple is within box three.",Is a medium green apple to the south of medium green apple number two?,Yes,Yes No,4,3,below,below,No
3,YN,0 1,"There exist two blocks, named AAA and BBB. Above, disconnected from and near to block AAA is block BBB. In front of this block is block AAA with a medium black square. This block covers another medium black square. A blue square is inside block BBB. Block BBB covers a medium yellow shape.",Is any block close to block BBB?,Yes,Yes No,1,1,near,near,Yes
5,FR,0x0 0x4,"There are two boxes, called DDD and EEE. Box DDD with a large orange oval, a tiny green rectangle, a midsize rectangle and a large orange dimond is covered by box EEE. The tiny green rectangle is to the west of and the large orange oval is to the north of the midsize thing. The large orange dimond is to the west of and the large orange oval is east of the tiny green rectangle. Box EEE contains a large white oval. A tiny white dimond is inside and touching and another large white oval is inside this box. To the north of large white oval number two is large white oval number one.",Where is the midsize object relative to the large orange dimond?,RIGHT,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,3,2,right,right,right
1,YN,0 0x1,There exists one box called DDD. A green rectangle is in box DDD. Box DDD contains a midsize white rectangle which is above and touches this object. Box DDD covers another midsize white rectangle. Above and touches midsize white rectangle number two there is the green rectangle.,Do all boxes have a thing?,Yes,Yes No,1,1,ntppi,ntppi,Yes
1,YN,0 0x0,One block named AAA exists in the image. This block contains a medium black square. Another medium black square is covered by and a medium blue square is inside this block. Medium black square number two touches the blue object. Above and touches the blue object there is medium black square number one. Over medium black square number two is the medium blue square.,Does block AAA cover any medium black square?,Yes,Yes No,1,1,tppi,tppi,Yes
3,YN,1x0 1x3,"Two blocks, called HHH and LLL exist. Block HHH contains a large purple hexagon. A little pentagon is covered by this block. To the south of the large purple hexagon there is this object. Block LLL cover a large purple pentagon and a large purple star. A large grey pentagon is within and a large grey hexagon is covered by this block. The star is to the west of the large grey hexagon. The large grey pentagon is north of the large purple pentagon. To the south of and west of the large purple pentagon there is the star. The large purple pentagon is to the north of the large grey hexagon.",Are all hexagons to the east of any large purple object?,No,Yes No,1,1,right,right,No
0,YN,1x0 1x3,"Two boxes, named one and two exist. Box one contain a medium orange apple and a medium green apple. Medium green apple number one is above another medium green apple. The medium orange apple is over and touches medium green apple number two. Box one covers medium green apple number two. A medium green apple, a medium orange apple and a medium yellow thing are in box two. Another medium green apple is under medium green apple number one and touches the yellow fruit. Over medium green apple number one there is the medium orange apple. Medium green apple number two is inside and touching box two. The yellow thing is over this fruit and is under the medium orange apple. Above and touches this thing there is medium green apple number one.",Is any medium apple under any thing?,Yes,Yes No,2,2,below,below,Yes
3,YN,0x1 0x0,"There are three boxes, named one, two and three. A medium green apple is inside and touching and a medium yellow apple is within box one. The medium green apple touches the medium yellow apple. Under, disconnected from, away from and to the left-hand side of box two there is box one. Box two covers a medium orange apple. Within box three is this box.",Does any medium yellow apple touch all green apples?,Yes,Yes No,1,1,ec,ec,No
3,FR,0x0 0x3,A little purple pentagon and a medium grey hexagon are in a block named HHH. The little purple pentagon and the medium grey hexagon are below a large grey hexagon. Block HHH contains the large grey hexagon. This block contain a medium purple hexagon and a grey star. The large grey hexagon is below the medium purple hexagon. A little grey pentagon is on the left side of and the star is to the right-hand side of the medium grey hexagon. Under the medium grey hexagon there is the little purple pentagon. The little grey pentagon is inside and touching block HHH. The large grey hexagon is below the object which was to the right-hand side of the medium grey hexagon. The medium purple hexagon and the medium grey hexagon are over the little grey pentagon.,What is the position of the little purple pentagon relative to the medium purple hexagon?,BELOW,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,2,below,below,below
6,FR,0x2 2,A medium blue square is inside and touching and another medium blue square is within a block named AAA. Block AAA contain another medium blue square and a medium black square. The medium black square is to the north of and medium blue square number three is to the south of medium blue square number two. Another block called BBB has block AAA. Another block called CCC is to the south of this block. Behind this block there is block BBB.,What is the position of medium blue square number two relative to CCC?,ABOVE BEHIND,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,3,3,behind,behind,above
7,FR,2x0 1x6,"There are three boxes, named DDD, EEE and JJJ. Box EEE is covered by box DDD. Behind, disconnected from and far from box DDD there is box JJJ. Over this box is box DDD. Box EEE contain a tiny orange dimond, a tiny white oval and a large green dimond. A midsize orange rectangle is within box JJJ. Box JJJ covers a midsize orange dimond.",Where is the midsize orange dimond regarding the large green dimond?,BELOW BEHIND FAR DC,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,5,4,behind,behind,"far, dc"
2,YN,1 2x1,"A medium orange apple is inside and touching a box named one. We have a box named two. Box two covers a medium orange apple. Another medium orange apple is within this box. Another box named three with a medium green apple and a medium yellow fruit is north of, disconnected from and to the east of this box. Covered by this box is box one.",Is box two west of the medium green apple?,Yes,Yes No,2,2,left,left,Yes
5,FR,1 0,"Two boxes, named DDD and EEE exist. In box EEE there is box DDD. Box EEE have a white rectangle and a midsize orange rectangle. The midsize orange rectangle touches another midsize orange rectangle. Midsize orange rectangle number two is within box EEE. A midsize green rectangle are under the white rectangle and midsize orange rectangle number two. The midsize green rectangle is inside and touching box EEE. The white rectangle touches midsize orange rectangle number two.",What is the position of EEE regarding DDD?,NTPPI,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,ntppi,ntppi,The correct answer is: EQ
1,YN,0x0 0x1,A block called HHH has a grey hexagon and covers a medium purple hexagon. The grey shape touches the purple shape. Another block named LLL touches block HHH. This block covers a medium red hexagon.,Does a medium object touch all shapes?,No,Yes No,1,1,ec,ec,No
0,YN,1x1 1x3,"Two blocks, called HHH and LLL exist. Block LLL contains block HHH. Block HHH have two medium grey hexagons. Medium grey hexagon number two touches medium grey hexagon number one. Block LLL has a medium purple hexagon. Two medium red hexagons are within this block. Medium red hexagon number two is south of and the purple object touches medium red hexagon number one. North of and touches another medium red hexagon there is medium red hexagon number two. Medium red hexagon number three is inside and touching block LLL. South of the purple thing there is medium red hexagon number one.",Is an object south of an object?,Yes,Yes No,1,2,below,below,Yes
3,YN,0 0x1,One box named DDD exists in the image. This box contain a midsize orange rectangle and a midsize white rectangle. A midsize green rectangle is inside and another midsize orange rectangle is covered by this box. Midsize orange rectangle number one is over midsize orange rectangle number two and touches the green object. Below and touches the white thing is this thing. Above and touches midsize orange rectangle number two is the green thing. Above this shape there is the white object. The thing which touches midsize orange rectangle number two is under midsize orange rectangle number one.,Are all boxes inside all things?,No,Yes No,1,1,ntpp,ntppi,No
0,YN,0x4 1,A block named AAA have a small blue square and a small black triangle. A medium yellow triangle is close to the small blue square. The medium yellow triangle is within block AAA. A big yellow circle is within block AAA. South of this object there is the object which was close to the small blue square. In front of this shape is the small black triangle. Away from and in front of another block named BBB there is block AAA. North of and disconnected from this block is block BBB. A medium black square is inside and touching this block.,Is any small blue square disconnected from BBB?,Yes,Yes No,3,2,dc,dc,Yes
3,YN,0x0 2,"Three boxes, named DDD, EEE and JJJ exist. Box DDD is above, disconnected from and in front of box EEE. Below this box there is box JJJ. A midsize white rectangle and a midsize orange rectangle are inside box DDD. Another midsize orange rectangle is inside and touching box DDD. This thing is below midsize orange rectangle number one. Box EEE contains a midsize white rectangle.",Are all midsize orange rectangles over box JJJ?,Yes,Yes No,2,2,above,above,No
7,FR,0x2 0x1,"We have two boxes, named one and two. Box one has a medium green apple. Two medium yellow apples are inside this box. Another medium green apple is inside and touching box one. Medium green apple number one and medium yellow apple number one are to the south of medium yellow apple number two.Medium green apple number one is to the south of medium yellow apple number one. North of medium green apple number two there is medium yellow apple number one. To the south of medium green apple number one there is medium green apple number two. Box one is within box two. Box two covers a medium green apple.",What is the position of medium yellow apple number one relative to medium green apple number one?,ABOVE,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,above,above,north
5,FR,1x2 1x0,"A medium green watermelon is inside and a big green apple is covered by a box named one. Box one cover a medium green apple and a medium yellow apple. The medium green watermelon is above the big green apple and is below the medium green apple. Below the big green apple there is the medium yellow apple. A medium yellow melon is above and the big green apple is under the medium green apple. Box one has the medium yellow melon. There is a box called two. Box two have a small melon, a medium green melon and a medium green watermelon. To the left-hand side of the medium green watermelon there is the medium green melon. To the left of the small fruit is the medium green watermelon.",Where is the medium green melon relative to the small fruit?,LEFT,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,2,left,left,right
2,YN,1 0,"A block called AAA contains a big blue circle. A small blue square is within this block. Block AAA overlaps another block called BBB. Another block called CCC with a medium black triangle is above, disconnected from and to the right-hand side of this block. This block covers a small yellow circle.",Does a block overlap a block?,Yes,Yes No,1,1,po,po,Yes
0,YN,0x2 0x0,"One block called AAA exists in the image. This block has a big yellow triangle. Under a medium triangle there is the big yellow triangle. The medium triangle is within block AAA. A big black object is under, in front of and near to the big yellow triangle.Behind and close to the big yellow triangle there is the medium triangle. The black shape is inside and touching block AAA.",Is any medium triangle behind the black shape?,Yes,Yes No,2,2,behind,behind,No
2,YN,2x0 2,A block called AAA exists in the image. Block AAA is to the west of and near to another block named BBB. Block BBB contains a medium yellow square. Block AAA overlaps another block named CCC. Block CCC covers a medium yellow square. To the north of and touches medium yellow square number one there is another medium yellow square. Medium yellow square number two is inside block CCC.,Is medium yellow square number one inside and touching all blocks?,No,Yes No,1,1,tpp,tpp,No
7,FR,0 1,"Two blocks, called HHH and LLL exist in the image. Block LLL covers block HHH. A medium red hexagon is within block HHH. A medium grey hexagon is inside block LLL. Block LLL contains a medium purple hexagon which is south of this object. Block LLL covers another medium grey hexagon and has a medium red hexagon. The medium red hexagon is north of and medium grey hexagon number one touches the medium purple hexagon. South of and touches the object which was to the south of medium grey hexagon number one there is medium grey hexagon number two. The thing which was north of the medium purple hexagon is north of medium grey hexagon number one.",Where is HHH regarding block LLL?,TPP,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,tpp,tpp,po
7,FR,0 0x0,"One block called AAA exists in the image. This block has a big yellow triangle. Under a medium triangle there is the big yellow triangle. The medium triangle is within block AAA. A big black object is under, in front of and near to the big yellow triangle.Behind and close to the big yellow triangle there is the medium triangle. The black shape is inside and touching block AAA.",Where is block relative to the black shape?,TPPI,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,tppi,tppi,"The correct answer is: surrounds (implied by ""the black shape is inside and touching block AAA""), which can be broken down into RCC-8 relations as: NTPP (Non-Tangential Proper Part)."
0,YN,0 0x0,One block named AAA exists in the image. A medium yellow shape is covered by block AAA. Block AAA contains a medium black square which touches this object.,Does any block cover the yellow object?,Yes,Yes No,1,1,tppi,tppi,Yes
2,YN,2 1,"We have three boxes, called one, two and three. Box two overlaps and box one covers box three. Box one has a medium yellow apple. Another medium yellow apple is covered by and a medium orange apple is within this box. The medium orange apple is under medium yellow apple number one and touches medium yellow apple number two. Under this fruit there is medium yellow apple number two. A medium green apple is within and another medium green apple is inside and touching box three. Medium green apple number one touches medium green apple number two.",Does box three overlap box two?,Yes,Yes No,1,1,po,po,No
4,FR,1x0 2x0,"Three boxes, called one, two and three exist in the image. Box one contain a big yellow melon and a small orange watermelon. Box two has a small yellow apple. A small orange apple is inside and touching this box. Box one is in box three. Box two is south of, farther from and west of box three. A small yellow watermelon is inside box three.",Where is the small yellow apple relative to the small yellow watermelon?,LEFT BELOW FAR,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,4,3,left,left,near
1,YN,0x0 1,"Two boxes, called DDD and EEE exist. Two midsize green rectangles are in box DDD. Box DDD covers another midsize green rectangle which is under midsize green rectangle number two. Box DDD has a midsize orange rectangle. Under the orange shape is midsize green rectangle number two. Box EEE is above and behind box DDD. Disconnected from this box there is box DDD. Box EEE covers a midsize green rectangle.",Is midsize green rectangle number three in front of EEE?,Yes,Yes No,3,2,front,front,No
5,FR,0x0 1x1,A large red hexagon and a large red pentagon are in a block named HHH. Block HHH contains a large grey hexagon and covers a large purple hexagon. To the north of the large grey hexagon is the large red pentagon. The large grey hexagon is to the north of the large purple hexagon. Disconnected from and away from block HHH is another block called LLL. To the north of this block there is block HHH. A purple star is inside and touching and a large grey hexagon is within block LLL.,Where is the large grey hexagon in HHH relative to the large grey hexagon in LLL?,ABOVE FAR DC,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,5,3,far,far,above
7,FR,0 2x1,A box called one covers a medium green apple. A medium yellow apple and a medium orange apple are within this box. Under the medium yellow apple is the medium orange apple. The medium green apple is below this fruit. A box named two exists in the image. Box two has a medium orange apple. Another box called three contains this box and is disconnected from box one. Above and to the right of this box there is box one. A medium green apple is within box three.,What is the position of box one relative to the medium green apple in box three?,RIGHT ABOVE DC,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,2,2,right,right,"above, right"
4,FR,1x3 1x0,"There exist two boxes, called one and two. Box one with a medium green apple and a medium yellow apple contains box two. This box covers another medium green apple. Medium green apple number two is south of medium green apple number one. To the south of the medium yellow apple is medium green apple number one. A medium yellow apple and a medium green apple are inside box two. Box two contains another medium yellow apple which is south of medium yellow apple number one. Box two covers another medium yellow apple. The medium green apple and medium yellow apple number three are to the south of the fruit which was south of medium yellow apple number one. Medium yellow apple number three is to the south of and medium yellow apple number two touches the medium green apple.",Where is medium yellow apple number one relative to medium yellow apple number three?,ABOVE,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,3,2,below,above,north
1,YN,0x3 2x0,"Three blocks, named HHH, LLL and KKK exist. Disconnected from and east of block KKK is block HHH with a large grey pentagon. Block KKK contains block LLL. A large red pentagon is covered by block HHH. Block HHH covers a medium grey pentagon. Block LLL contains a large red star. Block KKK covers a large red pentagon.",Is a large red pentagon to the east of a large red pentagon?,Yes,Yes No,2,3,right,right,No
5,FR,0x2 0x1,"Two boxes, named DDD and EEE exist. Behind and away from box DDD is box EEE. To the south of this box there is box DDD. A midsize green rectangle, a midsize orange rectangle and a midsize white rectangle are inside box DDD. Another midsize green rectangle is covered by box DDD. The midsize orange rectangle touches midsize green rectangle number one and is north of this shape. To the north of midsize green rectangle number one is the midsize white rectangle. Midsize green rectangle number one touches this object. Box EEE covers a midsize orange rectangle.",What is the position of midsize green rectangle number one relative to the midsize orange rectangle in box DDD?,EC,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,ec,ec,south
2,YN,0x4 0x1,Two large red stars and a medium red pentagon are covered by a block named HHH. A medium grey pentagon and a large purple hexagon are within block HHH. The medium red pentagon are below large red star number one and the large purple hexagon.Over and to the right of the grey thing there is this shape. Large red star number two is under the grey thing. The purple object is to the right-hand side of the grey thing and is to the left of large red star number one. The grey object is near to this thing.,Is any large thing over any red star?,Yes,Yes No,4,3,above,above,No
6,FR,1x1 0x0,A box called one covers a medium orange apple. Over and to the left-hand side of this box is another box called two. Box one is disconnected from this box. A medium orange apple is in box two. Box two covers a medium green apple. Another box called three is inside and touching this box. A medium green apple touches a yellow apple. The medium green apple is inside box three. Box three covers the yellow fruit.,Where is the medium orange apple in box two relative to the medium orange apple covered by box one?,LEFT ABOVE DC,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,2,3,left,left,left
5,FR,0 0x2,There is one block named HHH. A medium grey shape is in block HHH. A medium purple hexagon is below a medium red object. Above and touches the red shape is the grey shape. Block HHH has the red thing. This block covers the medium purple hexagon. The medium red object touches the purple object.,Where is block HHH relative to the grey object?,NTPPI,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,ntppi,ntppi,above
6,FR,0x3 1,"There are two blocks, called AAA and BBB. Disconnected from, away from and in front of block AAA there is block BBB. Block AAA has a medium blue circle and covers a small yellow circle. A medium yellow triangle is inside and touching this block. A big yellow circle and a small blue circle are inside block BBB. Block BBB has a small blue square.",What is the position of the medium yellow triangle relative to block BBB?,BEHIND FAR DC,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,2,2,dc,dc,"The correct answer is: away, far, dc"
1,YN,0x1 0x0,A midsize white rectangle and a green rectangle are within a box named DDD. Box DDD covers another midsize white rectangle which is under and touches the green rectangle. The green object is under and touches midsize white rectangle number one.,Do all things touch midsize white rectangle number two?,No,Yes No,1,1,ec,ec,No
2,YN,1 0,"A block called AAA contains a big blue circle. A small blue square is within this block. Block AAA overlaps another block called BBB. Another block called CCC with a medium black triangle is above, disconnected from and to the right-hand side of this block. This block covers a small yellow circle.",Does a block overlap a block?,Yes,Yes No,1,1,po,po,Yes
3,FR,0x5 0x2,A block called AAA cover a medium blue circle and a big blue square. Behind the medium blue circle is a medium blue square. The medium blue square is in block AAA. A medium black square is in and a big yellow square is inside and touching block AAA. The medium black square is behind and the big yellow square is in front of the medium blue square. Block AAA contains a medium yellow circle which is over the big yellow square. Behind and near to the medium blue square there is this thing. Behind the black object is the big blue square. Over the thing which was above the big yellow square is the medium blue square.,Where is the big blue square regarding the medium blue circle?,BEHIND,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,2,3,behind,behind,behind
2,YN,1 1x2,"There exist two boxes, called one and two. A medium yellow apple and a medium green apple are inside box one. Box one covers another medium green apple. The medium yellow apple touches medium green apple number one. Medium green apple number one touches medium green apple number two. A medium orange apple and a medium yellow apple are within box two. Another medium orange apple is covered by box two. The medium yellow apple touches and medium orange apple number one is above this fruit.",Does a box contain medium orange apple number one?,Yes,Yes No,1,1,ntppi,ntppi,Yes
2,YN,0 1,"There exist two boxes, called DDD and EEE. Box EEE covers box DDD. Box DDD covers a white oval. A white rectangle is covered by this box. Above and to the right of this thing there is the oval. Box EEE has a midsize green dimond.",Are all boxes covered by EEE?,No,Yes No,1,1,tpp,tpp,Yes
1,YN,1x2 0,"Three boxes, called one, two and three exist. Box one has a medium orange apple. A medium yellow apple is covered by this box. Box two have a medium green apple and a medium orange apple. Another medium orange apple is covered by this box. Medium orange apple number one is over medium orange apple number two. Below the medium green apple there is this fruit. The medium green apple touches this thing. Box two is inside box three. Within box one there is box three. A medium green apple is in this box. Box three covers a medium yellow apple.",Is a green thing inside all boxes?,Yes,Yes No,3,3,ntpp,ntpp,No
3,YN,0x2 0,One block called AAA exists in the image. This block has a medium black square and covers a medium blue shape. Another medium black square is in this block. The blue thing is south of this object. Medium black square number one is north of and touches medium black square number two.,Is medium black square number one within AAA?,Yes,Yes No,1,1,ntpp,ntpp,Yes
3,YN,0x0 0,There is one block named HHH. A medium grey shape is in block HHH. A medium purple hexagon is below a medium red object. Above and touches the red shape is the grey shape. Block HHH has the red thing. This block covers the medium purple hexagon. The medium red object touches the purple object.,Are all objects inside and touching HHH?,No,Yes No,1,1,tpp,tpp,Yes
2,YN,1x3 1x0,"There exist two boxes, called one and two. Box one covers a small green watermelon and contains a small orange melon. Over the green fruit there is the small orange melon. Box two cover a medium orange watermelon and a big yellow melon. This box contains another medium orange watermelon which is close to the big yellow melon and is on the left side of medium orange watermelon number one. Another medium orange watermelon is in box two. This fruit is to the left of medium orange watermelon number one and is close to medium orange watermelon number two. Medium orange watermelon number one is under medium orange watermelon number two. The yellow thing is to the right of medium orange watermelon number three.",Is any thing near to medium orange watermelon number two?,Yes,Yes No,1,1,near,near,Yes
2,YN,1 1x2,A box named DDD have a midsize green rectangle and a midsize white rectangle. This box covers another midsize green rectangle. The midsize white rectangle is over midsize green rectangle number two. This object touches midsize green rectangle number one. Another box called EEE contains box DDD. Two midsize orange rectangles are in this box. Box EEE covers another midsize orange rectangle. Below midsize orange rectangle number two is midsize orange rectangle number three. Over this thing is midsize orange rectangle number one.,Does any box have midsize orange rectangle number one?,Yes,Yes No,1,1,ntppi,ntppi,Yes
1,FR,0x2 0x1,A block called AAA contains a medium yellow circle. A small yellow circle is in front of the medium yellow circle. The small yellow circle is inside and touching block AAA. Another medium yellow circle and medium yellow circle number one are above another medium yellow circle.A big yellow triangle is under medium yellow circle number two. Medium yellow circle number two is inside and touching block AAA. The triangle is covered by block AAA. Behind a small yellow square there is medium yellow circle number three. The small yellow square is in block AAA. Medium yellow circle number one is in front of this shape. Medium yellow circle number three is inside block AAA. Near to this shape there is the small yellow square. Medium yellow circle number two is in front of the triangle and is over the small yellow circle.,Where is medium yellow circle number one relative to the small yellow circle?,ABOVE BEHIND,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,behind,behind,above
2,YN,0x0 0x2,A box named one has a medium green apple. Another medium green apple and medium green apple number one are over another medium green apple. Medium green apple number two is covered by box one. Medium green apple number three is in box one. This thing is below medium green apple number one. Medium green apple number one touches this fruit. Another box named two contains box one. This box covers a medium green apple.,Is medium green apple number two to the left-hand side of a medium green apple?,No,Yes No,1,1,left,below,No
5,FR,0x1 0x2,"We have two boxes, named DDD and EEE. Disconnected from and in front of box DDD is box EEE. Below this box is box DDD with a midsize white rectangle. A midsize green rectangle is within box DDD. The midsize white rectangle touches this shape. Two midsize white rectangles are inside box EEE. A midsize green rectangle is covered by box EEE.",What is the position of the midsize green rectangle in DDD regarding the midsize white rectangle in DDD?,EC,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,ec,ec,inside
3,YN,0x1 0,"There exist two blocks, named HHH and LLL. Block HHH covers a medium purple hexagon and contains another medium purple hexagon. Medium purple hexagon number two is over medium purple hexagon number one. Block HHH contains block LLL. Block LLL contains a medium grey hexagon. A medium red hexagon is inside and touching this block. The grey object touches the red object.",Are all medium purple hexagons inside a block?,No,Yes No,1,1,ntpp,ntpp,Yes
5,FR,0x2 0x0,One box named one exists in the image. A medium orange thing and two medium yellow apples are within box one. Medium yellow apple number one is below the orange fruit and is over medium yellow apple number two. A medium green apple is inside and touching box one. Under medium yellow apple number two there is this thing. Above medium yellow apple number two there is the orange thing. Medium yellow apple number two touches medium yellow apple number one.,Where is medium yellow apple number one regarding the green thing?,ABOVE,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,2,2,above,above,above
5,FR,1 2,"There are three boxes, named DDD, EEE and JJJ. Box EEE is covered by box DDD. Behind, disconnected from and far from box DDD there is box JJJ. Over this box is box DDD. Box EEE contain a tiny orange dimond, a tiny white oval and a large green dimond. A midsize orange rectangle is within box JJJ. Box JJJ covers a midsize orange dimond.",What is the position of EEE regarding box JJJ?,ABOVE FRONT FAR DC,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,2,above,above,The correct answer is: dc (Disconnected)
0,YN,1x0 0x2,"We have two blocks, called AAA and BBB. Block AAA with a medium yellow square is to the south of, disconnected from, far from and in front of block BBB. Another medium yellow square and a medium blue square are inside block AAA. A black square is to the south of medium yellow square number one. The black object is inside and touching block AAA. Two medium yellow squares are to the south of the medium blue square.South of medium yellow square number two there is medium yellow square number one. Block BBB covers a medium blue square.",Are all medium blue squares disconnected from any square?,No,Yes No,5,3,dc,dc,No
4,FR,1 0,A midsize green rectangle is covered by a box called DDD. Behind and disconnected from box DDD is another box named EEE with a midsize green rectangle. Below and close to this box is box DDD. Box EEE covers another midsize green rectangle. Over midsize green rectangle number one is another midsize green rectangle. Midsize green rectangle number three is within box EEE.,What is the position of box EEE regarding DDD?,ABOVE BEHIND NEAR DC,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,near,near,behind
3,YN,0x0 2x0,A block named HHH covers a medium red hexagon. A block called LLL exists in the image. Block LLL contains a medium red hexagon and covers a grey hexagon. The grey hexagon touches the medium red hexagon. Another medium red hexagon is within block LLL. Medium red hexagon number one touches medium red hexagon number two. Another block named KKK is east of block HHH and has block LLL. South of this block is block HHH. Block KKK covers a medium red hexagon.,Are all medium red hexagons west of all medium red things?,No,Yes No,4,3,left,left,No
1,YN,0 1,"There are two blocks, named HHH and LLL. Block LLL overlaps block HHH. Block HHH covers a large red star. A large purple star and a little red hexagon are within this block. A large grey pentagon is inside and touching block HHH. The large purple star is east of the little red hexagon and is to the north of the large red star. South of and east of this shape there is the large grey pentagon. Block LLL contain a large purple hexagon and a little red star. Another large purple hexagon is west of large purple hexagon number one. Large purple hexagon number two is covered by block LLL. A medium star is in block LLL. To the east of the little red star is this shape.",Does block HHH overlap all blocks?,No,Yes No,1,1,po,po,No
7,FR,0x2 0x0,There is one block called AAA. This block contain two medium blue squares and a black square. The black shape is over a medium yellow thing. This shape is below and touches medium blue square number two. Block AAA covers the yellow object. Medium blue square number two and the yellow object are below medium blue square number one. Below medium blue square number two there is the yellow thing.,Where is medium blue square number two relative to the yellow object?,ABOVE,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,above,above,below
4,FR,0x0 0x2,A large green rectangle and a tiny dimond are in a box called DDD. Box DDD covers a midsize white oval which is in front of and close to the large green rectangle. Above and in front of the tiny dimond there is the large thing.,Where is the midsize thing relative to the tiny object?,FRONT,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,2,front,front,above
1,YN,2x0 2x3,"Three boxes, called one, two and three exist in the image. In box two is box three. A medium green apple is inside and touching box one. A small orange melon is within box two. Box two has a medium yellow watermelon which is on the left side of this thing. A big green watermelon and a small orange melon are inside box three. On the right side of a medium orange melon there is the big green watermelon. Box three has the medium orange melon. This box has another small orange melon. On the right side of small orange melon number two there is the medium orange melon. Small orange melon number one is below the big green watermelon.",Are all things on the right side of a fruit?,No,Yes No,1,2,right,right,No
5,FR,0 0x2,One block named AAA exists. A medium black square and a medium yellow square are inside block AAA. Another medium black square is inside and touching block AAA. Block AAA has another medium black square. The medium yellow square and medium black square number one are to the south of medium black square number three.The yellow object is to the north of medium black square number two and is south of medium black square number one. Medium black square number two is south of medium black square number one.,Where is block AAA relative to medium black square number one?,NTPPI,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,ntppi,ntppi,tpp
2,YN,0x0 0x1,"One box named one exists in the image. This box have a yellow melon, a big green melon and a small green apple. A big green apple is inside and touching this box. The big green melon is to the right-hand side of the yellow melon. The small green apple is near to the big green apple. Under and to the left-hand side of the big green apple there is the thing which was to the right of the yellow fruit. The big green apple is below and the yellow melon is on the left side of the small green apple. The yellow thing is above the thing that was below the big green apple.",Is any big green apple near to the small green apple?,Yes,Yes No,1,1,near,near,Yes
3,FR,0 0x1,There is one box named one. A yellow melon is covered by and a medium green apple is in box one. The yellow fruit is to the right of the green fruit.,Where is box one regarding the yellow thing?,TPPI,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,tppi,tppi,left
1,YN,1x0 1,"There are three blocks, named AAA, BBB and CCC. Disconnected from block BBB is block AAA. Within block CCC there is block BBB. A medium blue square is within block AAA. Block BBB covers a medium black square. Block CCC contain a medium black square and a medium yellow square. Another medium yellow square is within and a medium blue square is inside and touching this block. The medium black square is to the north of and the medium blue square is south of medium yellow square number one. Medium yellow square number one touches medium yellow square number two.",Are all medium black squares inside and touching all blocks?,No,Yes No,1,1,tpp,tpp,No
2,YN,1 2,"There are three blocks, called AAA, BBB and CCC. Block AAA is in block BBB. Block CCC is south of, disconnected from and in front of block BBB. A medium black shape is in block AAA. Block AAA contains a medium yellow square. Block CCC contains a medium yellow square. A medium blue square is covered by this block.",Is block BBB disconnected from block CCC?,Yes,Yes No,1,1,dc,dc,Yes
