Context_id,Story,Question,Question_Type,Answer,Candidate_Answers,Steps_of_Reasoning,Is_Commonsense_Question
images/00/698.jpg,a little red wooden desk and two red and two blue chairs in front of a green wall full with children's paintings . an improvised cupboard with lots of drawers in a corner at the back of the room .,Is the desk in front of the picture?,YN,Yes,"Yes, No",2,True
images/00/700.jpg,volunteer workers help with the construction in a kindergarten . four volunteers are squatting down and are trying to prise the ground with hammer and chisel . movable wooden walls are leaning on the wall in the background .,Is the Hammer behind the walls?,YN,No,"Yes, No",2,True
images/00/702.jpg,"tourists are posing in a room , ten of them are standing , one is squatting . one kid is posing with them , five other kids are sitting at a table and eating out of three bowls . there are posters and pictures at the wall behind the tourists .",Are the tourists outside of the room?,YN,No,"Yes, No",1,True
images/00/702.jpg,"tourists are posing in a room , ten of them are standing , one is squatting . one kid is posing with them , five other kids are sitting at a table and eating out of three bowls . there are posters and pictures at the wall behind the tourists .",Is the bowls touching the tourists?,YN,No,"Yes, No",2,True
images/00/702.jpg,"tourists are posing in a room , ten of them are standing , one is squatting . one kid is posing with them , five other kids are sitting at a table and eating out of three bowls . there are posters and pictures at the wall behind the tourists .",Is the bowls touching the table?,YN,Yes,"Yes, No",1,True
images/00/705.jpg,"Seven tourists are visiting a classroom . children are sitting at round tables , nearly all of them wearing a green hat ( except for two kids ) . tourists are smiling at the kids . there are posters and maps on the wall in the background .",Are the tourists behind the kids?,YN,No,"Yes, No",1,True
images/00/708.jpg,"Tourists are visiting an old people's home . each tourist is leading one old lady , arm in arm . the old ladies are wearing traditional dresses and a hat . the room is decorated with balloons . there is a picture on the wall in the background , and also an old lady carrying a green balloon .",Are the tourists in front of the ladies?,YN,No,"Yes, No",1,True
images/00/708.jpg,"Tourists are visiting an old people's home . each tourist is leading one old lady , arm in arm . the old ladies are wearing traditional dresses and a hat . the room is decorated with balloons . there is a picture on the wall in the background , and also an old lady carrying a green balloon .",Are the hat touching the tourists?,YN,No,"Yes, No",1,True
images/00/708.jpg,"Tourists are visiting an old people's home . each tourist is leading one old lady , arm in arm . the old ladies are wearing traditional dresses and a hat . the room is decorated with balloons . there is a picture on the wall in the background , and also an old lady carrying a green balloon .",Is the balloons above the ladies?,YN,No,"Yes, No",1,True
images/00/708.jpg,"Tourists are visiting an old people's home . each tourist is leading one old lady , arm in arm . the old ladies are wearing traditional dresses and a hat . the room is decorated with balloons . there is a picture on the wall in the background , and also an old lady carrying a green balloon .",Is the balloons below the tourists?,YN,No,"Yes, No",1,True
images/00/709.jpg,a destroyed house with the wreckage lying around in front it . three ordinary a bit elevated houses in the background .,Is the House behind the wreckage?,YN,Yes,"Yes, No",1,True
images/00/712.jpg,"Six pupils are sitting around a round table on wooden chairs , each of them is holding a fruit ( tangerine ? ) and is wearing a hat ( except for one kid ) . pictures and comics on the wall behind them . car tyres in the background on the right .",Are the Puplies below the pictures?,YN,No,"Yes, No",1,True
images/00/712.jpg,"Six pupils are sitting around a round table on wooden chairs , each of them is holding a fruit ( tangerine ? ) and is wearing a hat ( except for one kid ) . pictures and comics on the wall behind them . car tyres in the background on the right .",Is the tyres in behind the Puplies?,YN,Yes,"Yes, No",1,True
images/00/712.jpg,"Six pupils are sitting around a round table on wooden chairs , each of them is holding a fruit ( tangerine ? ) and is wearing a hat ( except for one kid ) . pictures and comics on the wall behind them . car tyres in the background on the right .",Is the Picture in front of the car tyres?,YN,No,"Yes, No",2,True
images/00/714.jpg,"a teacher and around 50 pupils on the slope of a hill . half of the kids are dressed in orange , many of them wearing a hat , a beanie or a cap . small bushes and two trees at the top of the hill . a lake in the background .",Is the hill below the pupils?,YN,No,"Yes, No",1,True
images/00/714.jpg,"a teacher and around 50 pupils on the slope of a hill . half of the kids are dressed in orange , many of them wearing a hat , a beanie or a cap . small bushes and two trees at the top of the hill . a lake in the background .",Is the bushes below the trees?,YN,No,"Yes, No",1,True
images/00/715.jpg,"School kids are posing for the camera in a football-like setup - nine are standing at the back , ten are squatting at the front . each of them are having a fruit in their hands , most of them are smiling , one is even waving at the camera . a blackboard in the background . one kid in the centre of the front row is holding a teddy .",Is the balckboard behind the football-like-setup?,YN,Yes,"Yes, No",1,True
images/00/717.jpg,"children are sitting at their desks , together with a tourist sitting in the last row . three children are standing on the left , looking at a map of Peru . there are two posters on the wall at the back , and there is a bookshelf with a lot of boxes and folders on the left .",Is th tourist in front of the students?,YN,No,"Yes, No",1,True
images/00/717.jpg,"children are sitting at their desks , together with a tourist sitting in the last row . three children are standing on the left , looking at a map of Peru . there are two posters on the wall at the back , and there is a bookshelf with a lot of boxes and folders on the left .",Is the map to the right of the tourist?,YN,Yes,"Yes, No",2,True
images/00/717.jpg,"children are sitting at their desks , together with a tourist sitting in the last row . three children are standing on the left , looking at a map of Peru . there are two posters on the wall at the back , and there is a bookshelf with a lot of boxes and folders on the left .",Is the Desks in front of the Pictures?,YN,Yes,"Yes, No",2,True
images/00/718.jpg,"One boy holding a white box , most likely a present from the volunteer kneeing in front of him . several kids are around him , looking at the box while the boy himself is looking somewhere else . one kid in the foreground is wearing a green hat . there are both round tables and wooden desks in the background .",Is the volunteer below the boy?,YN,Yes,"Yes, No",1,False
images/00/718.jpg,"One boy holding a white box , most likely a present from the volunteer kneeing in front of him . several kids are around him , looking at the box while the boy himself is looking somewhere else . one kid in the foreground is wearing a green hat . there are both round tables and wooden desks in the background .",Are the other boys above the present?,YN,No,"Yes, No",1,True
images/00/719.jpg,"a volunteer , squatting down and browsing through a school book . school children around her , looking at the book too . in the background there is a table with school equipment on it . the kid in the foreground is holding a pencil .",Are the other boys above the book?,YN,No,"Yes, No",1,True
images/00/719.jpg,"a volunteer , squatting down and browsing through a school book . school children around her , looking at the book too . in the background there is a table with school equipment on it . the kid in the foreground is holding a pencil .",Is the table in front of the pencil?,YN,No,"Yes, No",1,
images/00/719.jpg,"a volunteer , squatting down and browsing through a school book . school children around her , looking at the book too . in the background there is a table with school equipment on it . the kid in the foreground is holding a pencil .",Is the pencil Behind the kids?,YN,No,"Yes, No",2,True
images/00/723.jpg,"tourists are standing in front of the blackboard in a classroom , all the kids are sitting at their desks . there is a clock above the blackboard , and also the letters Dios es amor between the clock and the blackboard , and higiene es salud on the side wall below the windows .",Is the desks inside the classroom?,YN,Yes,"Yes, No",1,True
images/00/725.jpg,a boy wearing a green jacket and a red cap is carrying a little girl on his back .,Is the girl touching the boy?,YN,Yes,"Yes, No",1,True
images/00/725.jpg,a boy wearing a green jacket and a red cap is carrying a little girl on his back .,Is the cap above the girl?,YN,Yes,"Yes, No",1,True
images/00/726.jpg,"Children are sitting at their desks and are singing a song with their teacher . there is a large window , a blackboard and a shelf at the back of the classroom . there is a wall on the left with a map of Peru , a poster and Minnie Mouse on it .",Are the kids sitting in front of the teacher?,YN,No,"Yes, No",1,True
images/00/728.jpg,"Close-up photo of a building with a blue front , red doors , brown bricks below the windows and the wires that stick out from the roof . a few pupils are in front of the building .",Is the blue thing in front of the red thing,YN,Yes,"Yes, No",1,True
images/00/728.jpg,"Close-up photo of a building with a blue front , red doors , brown bricks below the windows and the wires that stick out from the roof . a few pupils are in front of the building .",Are pupils behind the building?,YN,No,"Yes, No",1,True
images/00/732.jpg,tourists are standing at the entrance of classroom . all of them are carrying backpacks . one female tourist is carrying a huge bunch of balloons .,Are the tourists inside the classroom?,YN,No,"Yes, No",1,True
images/00/732.jpg,tourists are standing at the entrance of classroom . all of them are carrying backpacks . one female tourist is carrying a huge bunch of balloons .,Is the backpacks touching the classroom?,YN,No,"Yes, No",1,True
images/00/732.jpg,tourists are standing at the entrance of classroom . all of them are carrying backpacks . one female tourist is carrying a huge bunch of balloons .,Are the backpacks inside the classroom?,YN,No,"Yes, No",1,True
images/00/736.jpg,"tourists are standing in front of the blackboard in a classroom . all the kids are sitting at their desks , some of them turned around to look at the camera . there is a clock above the blackboard , and also the letters Dios es amor between the clock and the blackboard , and higiene es salud on the side wall below the windows .",Is the tourist behind a blackboard?,YN,Yes,"Yes, No",1,True
images/00/736.jpg,"tourists are standing in front of the blackboard in a classroom . all the kids are sitting at their desks , some of them turned around to look at the camera . there is a clock above the blackboard , and also the letters Dios es amor between the clock and the blackboard , and higiene es salud on the side wall below the windows .",Is the clock below the school?,YN,No,"Yes, No",1,True
images/00/737.jpg,many people are working on the bare brickwork of a house or are watching the workers from below . many wires are sticking out of the bare brickwork . one person is climbing up a ladder . many pallets are lying piled up in front of the house .,Is the House abouve the people?,YN,Yes,"Yes, No",1,True
images/00/737.jpg,many people are working on the bare brickwork of a house or are watching the workers from below . many wires are sticking out of the bare brickwork . one person is climbing up a ladder . many pallets are lying piled up in front of the house .,Are the brickwork touching wires?,YN,Yes,"Yes, No",1,True
images/00/737.jpg,many people are working on the bare brickwork of a house or are watching the workers from below . many wires are sticking out of the bare brickwork . one person is climbing up a ladder . many pallets are lying piled up in front of the house .,Is the ladder touching the house?,YN,Yes,"Yes, No",1,True
images/00/738.jpg,Excited kids are standing at their desks in a classroom . some of them seem to be very happy and are laughing . there are pictures of trees on the wall at the back . two girls have an open book on their desk .,Are the kids behind the desk?,YN,Yes,"Yes, No",1,True
images/00/738.jpg,Excited kids are standing at their desks in a classroom . some of them seem to be very happy and are laughing . there are pictures of trees on the wall at the back . two girls have an open book on their desk .,Is the book in front of the Desk?,YN,No,"Yes, No",1,True
images/00/738.jpg,Excited kids are standing at their desks in a classroom . some of them seem to be very happy and are laughing . there are pictures of trees on the wall at the back . two girls have an open book on their desk .,Is the book behind the wall?,YN,No,"Yes, No",1,True
images/00/739.jpg,"a house with a pink roof and a green and white tower with three levels , each of them having a window on each side . one block in the front with three windows and the writing Casa Parroquial - Amor de Dios . another house with a green and yellow and red roof in the background .",Is the tower above the roof?,YN,No,"Yes, No",1,True
images/00/742.jpg,tourists are standing in the classroom of a school in front of the blackboard . there is a clock and the writing Dios es Amor above the blackboard .,Is the tourist behind a blackboard?,YN,Yes,"Yes, No",1,True
images/00/742.jpg,tourists are standing in the classroom of a school in front of the blackboard . there is a clock and the writing Dios es Amor above the blackboard .,Is the clock below the school?,YN,No,"Yes, No",1,True
images/00/754.jpg,Tourists are standing on a wet sidewalk and are carrying bags of food . people are wearing rain coats and jackets . a house with brick walls and two garage doors behind them .,Is the food touching the sidewalk?,YN,No,"Yes, No",1,True
images/00/754.jpg,Tourists are standing on a wet sidewalk and are carrying bags of food . people are wearing rain coats and jackets . a house with brick walls and two garage doors behind them .,Are people touching the raincoats?,YN,Yes,"Yes, No",1,True
images/00/754.jpg,Tourists are standing on a wet sidewalk and are carrying bags of food . people are wearing rain coats and jackets . a house with brick walls and two garage doors behind them .,Are the raincoats in front of the buildings?,YN,Yes,"Yes, No",1,True
images/00/767.jpg,a group picture of happy people wearing orange hats and white and orange sleeveless shirts .,Is the Hat bellow the shirt?,YN,Yes,"Yes, No",1,True
images/00/768.jpg,school kids are posing for a picture on a grey square . one tourist is holding one kid in the background . some kids standing in front of the kids posing .,Is the square touching the kids?,YN,Yes,"Yes, No",1,True
images/00/768.jpg,school kids are posing for a picture on a grey square . one tourist is holding one kid in the background . some kids standing in front of the kids posing .,Is the tourist behind the the kids?,YN,Yes,"Yes, No",2,True
images/00/778.jpg,"portrait of a dark-skinned , dark-haired boy wearing a white and blue jumper with a red collar .",Are the white and red things touching?,YN,Yes,"Yes, No",1,True
images/00/933.jpg,a dark-skinned dark-haired boy wearing a white cap ( with a green woodpecker on it ) and a white and pink jumper .,Are the green thing and white thing touching?,YN,Yes,"Yes, No",1,True
images/00/933.jpg,a dark-skinned dark-haired boy wearing a white cap ( with a green woodpecker on it ) and a white and pink jumper .,Is the green thing above the white thing?,YN,Yes,"Yes, No",2,True
images/00/934.jpg,"a dark-haired , dark-skinned boy wearing a grey Nike cap and a grey pullover is standing in front of a grey wall .",Are the wall and pullover thing touching?,YN,No,"Yes, No",3,True
images/00/935.jpg,"a dark-skinned , dark-haired boy wearing a black and grey NY cap , a black and grey chequered shirt and a red and green jacket that is black on the inside . grey wall of a house on the right , reddish house with some wood on the left in the background .",Are the red thing and green thing touching?,YN,Yes,"Yes, No",2,True
images/00/935.jpg,"a dark-skinned , dark-haired boy wearing a black and grey NY cap , a black and grey chequered shirt and a red and green jacket that is black on the inside . grey wall of a house on the right , reddish house with some wood on the left in the background .",Is the red thing above the green thing?,YN,No,"Yes, No",1,True
images/00/935.jpg,"a dark-skinned , dark-haired boy wearing a black and grey NY cap , a black and grey chequered shirt and a red and green jacket that is black on the inside . grey wall of a house on the right , reddish house with some wood on the left in the background .",Is the wood behind the Wall?,YN,Yes,"Yes, No",1,True
images/00/936.jpg,"a dark-haired boy wearing a black cap , a yellow tee-shirt , a white polo shirt and an open red jacket , is standing in front of a white wall .",Are the red thing and yellow thing touching?,YN,Yes,"Yes, No",1,True
images/00/936.jpg,"a dark-haired boy wearing a black cap , a yellow tee-shirt , a white polo shirt and an open red jacket , is standing in front of a white wall .",Is the red thing above the yellow thing?,YN,No,"Yes, No",1,True
images/00/937.jpg,"portrait of a dark-haired , dark-skinned boy wearing a black cap with a red shield and a light blue jacket .",Are the red thing and blue thing touching?,YN,No,"Yes, No",1,True
images/00/937.jpg,"portrait of a dark-haired , dark-skinned boy wearing a black cap with a red shield and a light blue jacket .",Is the red thing above the blue thing?,YN,No,"Yes, No",1,True
images/00/938.jpg,"portrait of a boy wearing a yellow and blue Puma cap , a blue tee-shirt and a red jacket ( open ) . portrait of a boy wearing a yellow and blue Puma cap , a blue tee-shirt and a red jacket ( open ) . exterior shot . portrait of a boy wearing a yellow and blue Puma cap , a blue tee-shirt and a red jacket ( open ) . houses and trees in distance .",Are the red thing and yellow thing touching?,YN,Yes,"Yes, No",1,True
images/00/938.jpg,"portrait of a boy wearing a yellow and blue Puma cap , a blue tee-shirt and a red jacket ( open ) . portrait of a boy wearing a yellow and blue Puma cap , a blue tee-shirt and a red jacket ( open ) . exterior shot . portrait of a boy wearing a yellow and blue Puma cap , a blue tee-shirt and a red jacket ( open ) . houses and trees in distance .",Is the red thing above the yellow thing?,YN,No,"Yes, No",1,True
images/00/941.jpg,"a dark-skinned , dark-haired boy wearing a red cap and a blue jumper with a grey zip standing in the backyard . there is a grey house with a light blue roof in the background . there is a grey house with a light blue roof in the background. some garbage is lying around too .",Is the roof above the house?,YN,Yes,"Yes, No",2,True
images/00/941.jpg,"a dark-skinned , dark-haired boy wearing a red cap and a blue jumper with a grey zip standing in the backyard . there is a grey house with a light blue roof in the background . there is a grey house with a light blue roof in the background. some garbage is lying around too .",Is the house and roof touching?,YN,Yes,"Yes, No",2,True
images/00/942.jpg,"a teenager wearing a traditional green hat , a purple tee-shirt , a red jumper , a long light brown necklace and earrings . three houses in the background , one with a yellow roof . a couple of rocks are lying around in the meadow just behind the girl .",Are the red thing and green thing touching?,YN,No,"Yes, No",1,True
images/00/942.jpg,"a teenager wearing a traditional green hat , a purple tee-shirt , a red jumper , a long light brown necklace and earrings . three houses in the background , one with a yellow roof . a couple of rocks are lying around in the meadow just behind the girl .",Is the red thing above the green thing?,YN,Yes,"Yes, No",1,True
images/00/942.jpg,"a teenager wearing a traditional green hat , a purple tee-shirt , a red jumper , a long light brown necklace and earrings . three houses in the background , one with a yellow roof . a couple of rocks are lying around in the meadow just behind the girl .",Is the yellow thing above the houses?,YN,Yes,"Yes, No",2,True
images/00/943.jpg,"a dark-skinned boy wearing a black Nike cap , a chequered shirt and a red jacket ( that is black inside ) is standing in the meadow behind a house . a dark-skinned boy wearing a black Nike cap , a chequered shirt and a red jacket ( that is black inside ) is standing in the meadow behind a house .. some rocks and stones in the background .",Are the red thing and black thing touching?,YN,No,"Yes, No",1,True
images/00/943.jpg,"a dark-skinned boy wearing a black Nike cap , a chequered shirt and a red jacket ( that is black inside ) is standing in the meadow behind a house . a dark-skinned boy wearing a black Nike cap , a chequered shirt and a red jacket ( that is black inside ) is standing in the meadow behind a house .. some rocks and stones in the background .",Is the red thing above the black thing?,YN,No,"Yes, No",1,True
images/00/947.jpg,"a dark-haired , dark-skinned girl wearing a red vest and a long necklace standing in the backyard of two grey houses . a dark-haired , dark-skinned girl wearing a red vest and a long necklace standing in the backyard of two grey houses. Some dowels are lying around in the background .",Are the red thing and black thing touching?,YN,Yes,"Yes, No",1,True
images/00/947.jpg,"a dark-haired , dark-skinned girl wearing a red vest and a long necklace standing in the backyard of two grey houses . a dark-haired , dark-skinned girl wearing a red vest and a long necklace standing in the backyard of two grey houses. Some dowels are lying around in the background .",Is the red thing above the black thing?,YN,No,"Yes, No",1,True
images/00/948.jpg,"a dark-haired , dark-skinned boy in a dark green pullover ( with a white bear on it ) in a backyard . a dark-haired , dark-skinned boy in a dark green pullover ( with a white bear on it ) in a backyard. Some garbage lying around in the background .",Are the white thing and green thing touching?,YN,Yes,"Yes, No",1,True
images/00/949.jpg,"a dark-skinned , dark-haired girl wearing a black hat , a white cardigan and a red poncho . a dark-skinned , dark-haired girl wearing a black hat , a white cardigan and a red poncho. exterior shot . short grass and some garbage in the background .",Are the red thing and black thing touching?,YN,No,"Yes, No",1,True
images/00/949.jpg,"a dark-skinned , dark-haired girl wearing a black hat , a white cardigan and a red poncho . a dark-skinned , dark-haired girl wearing a black hat , a white cardigan and a red poncho. exterior shot . short grass and some garbage in the background .",Is the red thing above the black thing?,YN,No,"Yes, No",1,True
images/00/950.jpg,"a dark-haired girl wearing a black hat , a yellow tee-shirt and a white vest underneath a green vest , and a necklace with white and green glass beads .",Are the yellow thing and green thing touching?,YN,Yes,"Yes, No",1,True
images/00/950.jpg,"a dark-haired girl wearing a black hat , a yellow tee-shirt and a white vest underneath a green vest , and a necklace with white and green glass beads .",Is the yellow thing above the green thing?,YN,No,"Yes, No",1,True
images/00/951.jpg,"a dark-skinned , dark-haired girl wearing a black hat , a red vest and a brown necklace , in the backyard of a house .",Are the red thing and black thing touching?,YN,No,"Yes, No",1,True
images/00/951.jpg,"a dark-skinned , dark-haired girl wearing a black hat , a red vest and a brown necklace , in the backyard of a house .",Is the red thing above the black thing?,YN,Yes,"Yes, No",1,True
images/00/951.jpg,"a dark-skinned , dark-haired girl wearing a black hat , a red vest and a brown necklace , in the backyard of a house .",Is the Necklace above the house?,YN,No,"Yes, No",1,True
images/00/952.jpg,"a dark-skinned , dark-haired girl with a black hat and a white pullover and a pink vest underneath a large purple cloth , in the backyard of a house .",Are the black thing and white thing touching?,YN,No,"Yes, No",1,True
images/00/952.jpg,"a dark-skinned , dark-haired girl with a black hat and a white pullover and a pink vest underneath a large purple cloth , in the backyard of a house .",Is the purple thing above the pink thing?,YN,No,"Yes, No",1,True
images/00/953.jpg,"a dark-skinned , dark-haired girl wearing a black hat , a white pullover underneath a large , red poncho and a brown necklace . a grey brick wall and short grass in background .",Are the red thing and black thing touching?,YN,No,"Yes, No",1,True
images/00/953.jpg,"a dark-skinned , dark-haired girl wearing a black hat , a white pullover underneath a large , red poncho and a brown necklace . a grey brick wall and short grass in background .",Is the red thing above the black thing?,YN,Yes,"Yes, No",1,True
images/00/955.jpg,"a dark-haired , dark-skinned girl wearing a dark green hat , a grey pullover with blue sleeves and a light blue and yellow necklace . a grey brick wall and short grass in the background .",Are the yellow thing and blue thing touching?,YN,Yes,"Yes, No",1,True
images/00/955.jpg,"a dark-haired , dark-skinned girl wearing a dark green hat , a grey pullover with blue sleeves and a light blue and yellow necklace . a grey brick wall and short grass in the background .",Is the yellow thing above the blue thing?,YN,No,"Yes, No",1,True
images/00/957.jpg,"a dark-skinned , dark-haired girl wearing a traditional green hat , a red pullover , a blue vest ( open ) and earrings . a grey house and short grass in the background .",Are the red thing and blue thing touching?,YN,Yes,"Yes, No",1,True
images/00/957.jpg,"a dark-skinned , dark-haired girl wearing a traditional green hat , a red pullover , a blue vest ( open ) and earrings . a grey house and short grass in the background .",Is the red thing above the blue thing?,YN,No,"Yes, No",1,True
images/00/958.jpg,"a dark-skinned , dark-haired girl wearing a black hat , a white cardigan , a green vest and a golden necklace . two houses in the background , one with a grey roof , the other one with a light brown roof . short grass and some large stones in the background .",Are the green thing and black thing touching?,YN,No,"Yes, No",1,True
images/00/958.jpg,"a dark-skinned , dark-haired girl wearing a black hat , a white cardigan , a green vest and a golden necklace . two houses in the background , one with a grey roof , the other one with a light brown roof . short grass and some large stones in the background .",Is the green thing above the black thing?,YN,Yes,"Yes, No",1,True
images/00/958.jpg,"a dark-skinned , dark-haired girl wearing a black hat , a white cardigan , a green vest and a golden necklace . two houses in the background , one with a grey roof , the other one with a light brown roof . short grass and some large stones in the background .",Is the grey thing below the brown thing?,YN,No,"Yes, No",1,True
images/00/960.jpg,"a dark-skinned , dark-haired boy wearing a grey cap and a dark and light grey jumper with a black zip , in front of a white wall .",Are the black thing and white thing touching?,YN,No,"Yes, No",1,True
images/00/960.jpg,"a dark-skinned , dark-haired boy wearing a grey cap and a dark and light grey jumper with a black zip , in front of a white wall .",Is the black thing above the white thing?,YN,No,"Yes, No",1,True
images/00/961.jpg,"a dark-skinned boy wearing a white cap , a green pullover and a red vest .",Are the red thing and green thing touching?,YN,Yes,"Yes, No",1,True
images/00/961.jpg,"a dark-skinned boy wearing a white cap , a green pullover and a red vest .",Is the red thing above the green thing?,YN,No,"Yes, No",1,True
images/00/963.jpg,"a dark-skinned , dark-haired girl wearing a black hat , a grey tee-shirt , a dark green vest and a light green poncho , is standing in the backyard of a house . a white painted house with a thatched roof and a wooden fence in the background . there is also a plastic bag in front of the fence .",Are the green thing and black thing touching?,YN,No,"Yes, No",1,True
images/00/963.jpg,"a dark-skinned , dark-haired girl wearing a black hat , a grey tee-shirt , a dark green vest and a light green poncho , is standing in the backyard of a house . a white painted house with a thatched roof and a wooden fence in the background . there is also a plastic bag in front of the fence .",Is the green thing above the black thing?,YN,Yes,"Yes, No",1,True
images/00/963.jpg,"a dark-skinned , dark-haired girl wearing a black hat , a grey tee-shirt , a dark green vest and a light green poncho , is standing in the backyard of a house . a white painted house with a thatched roof and a wooden fence in the background . there is also a plastic bag in front of the fence .",Is the plastic bag in front of the fence?,YN,Yes,"Yes, No",1,False
images/00/966.jpg,"a dark-skinned , dark-haired boy wearing a dark green hat , a white tee-shirt beneath a blue tee-shirt and a claret jacket ( open ) . a hilly landscape with a few trees in near background , distant background almost treeless . a hilly landscape with a few trees in near background , distant background almost treeless. Slightly overcast sky .",Are the blue thing and green thing touching?,YN,No,"Yes, No",1,True
images/00/966.jpg,"a dark-skinned , dark-haired boy wearing a dark green hat , a white tee-shirt beneath a blue tee-shirt and a claret jacket ( open ) . a hilly landscape with a few trees in near background , distant background almost treeless . a hilly landscape with a few trees in near background , distant background almost treeless. Slightly overcast sky .",Is the blue thing above the green thing?,YN,No,"Yes, No",1,True
images/00/967.jpg,"portrait of a coloured , dark-haired boy with a bit washed-out green hat , white tee-shirt and a claret vest pullover , in front of a branch of a conifer .",Are the green thing and white thing touching?,YN,No,"Yes, No",1,True
images/00/967.jpg,"portrait of a coloured , dark-haired boy with a bit washed-out green hat , white tee-shirt and a claret vest pullover , in front of a branch of a conifer .",Is the pullover above the blue conifer?,YN,No,"Yes, No",1,True
images/00/971.jpg,"a dark-haired , dark-skinned boy wearing a black cap ( backwards ) and a red and green tee-shirt underneath a light blue anorak . a dark-haired , dark-skinned boy wearing a black cap ( backwards ) and a red and green tee-shirt underneath a light blue anorak. Short grass in the background .",Are the red thing and blue thing touching?,YN,Yes,"Yes, No",1,True
images/00/971.jpg,"a dark-haired , dark-skinned boy wearing a black cap ( backwards ) and a red and green tee-shirt underneath a light blue anorak . a dark-haired , dark-skinned boy wearing a black cap ( backwards ) and a red and green tee-shirt underneath a light blue anorak. Short grass in the background .",Is the red thing above the blue thing?,YN,No,"Yes, No",1,True
images/00/991.jpg,a dark-haired boy wearing a black pullover and a light blue jeans jacket is standing in front of a painted wall . the painting shows a sunset behind hills and a tree .,Are the blue thing and black thing touching?,YN,Yes,"Yes, No",1,True
images/00/991.jpg,a dark-haired boy wearing a black pullover and a light blue jeans jacket is standing in front of a painted wall . the painting shows a sunset behind hills and a tree .,Is the blue thing above the black thing?,YN,No,"Yes, No",1,True
images/00/992.jpg,"a dark-skinned , dark-haired girl in a white shirt in front of a painted wall . the painting shows a sunset behind a hill and a tree .",Are the blue thing and black thing touching?,YN,Yes,"Yes, No",1,True
images/00/992.jpg,"a dark-skinned , dark-haired girl in a white shirt in front of a painted wall . the painting shows a sunset behind a hill and a tree .",Is the white thing above the wall?,YN,No,"Yes, No",1,True
images/00/996.jpg,"a dark-skinned , dark-haired girl with a traditional green hat , black chequered pants and a pink violet poncho is standing in front of a white wall with a light blue fillet .",Are the pink thing and black thing touching?,YN,No,"Yes, No",1,True
images/00/996.jpg,"a dark-skinned , dark-haired girl with a traditional green hat , black chequered pants and a pink violet poncho is standing in front of a white wall with a light blue fillet .",Is the pink thing above the black thing?,YN,Yes,"Yes, No",1,True
images/00/997.jpg,"a dark-skinned boy wearing a black and yellow beanie , a white shirt beneath a light blue anorak and black pants leaning against a grey wall .",Are the yellow thing and blue thing touching?,YN,No,"Yes, No",1,True
images/00/997.jpg,"a dark-skinned boy wearing a black and yellow beanie , a white shirt beneath a light blue anorak and black pants leaning against a grey wall .",Is the yellow thing above the blue thing?,YN,Yes,"Yes, No",1,True
images/00/999.jpg,"a dark-skinned boy wearing a grey cap , a red and white striped shirt under a sleeveless grey vest with a black zip , black pants and runners is standing at a lookout and carrying a black bag in his right hand .",Are the red thing and black thing touching?,YN,Yes,"Yes, No",,True
images/00/999.jpg,"a dark-skinned boy wearing a grey cap , a red and white striped shirt under a sleeveless grey vest with a black zip , black pants and runners is standing at a lookout and carrying a black bag in his right hand .",Is the red thing above the black thing?,YN,No,"Yes, No",,True
images/01/1000.jpg,"a dark-skinned boy wearing a knitted woolly hat and a light and dark grey striped jumper with a grey zip , leaning on a grey wall .",Are the hat and zip touching?,YN,No,"Yes, No",1,True
images/01/1000.jpg,"a dark-skinned boy wearing a knitted woolly hat and a light and dark grey striped jumper with a grey zip , leaning on a grey wall .",Is the wall above the gray thing?,YN,No,"Yes, No",1,True
images/01/1001.jpg,a dark-skinned boy wearing a black cap and a dark blue and yellow anorak with a black zip in front of a light grey wall .,Are the yellow thing and blue thing touching?,YN,Yes,"Yes, No",1,True
images/01/1001.jpg,a dark-skinned boy wearing a black cap and a dark blue and yellow anorak with a black zip in front of a light grey wall .,Is the yellow thing above the blue thing?,YN,No,"Yes, No",1,True
images/01/1007.jpg,a dark-skinned girl wearing a black hat and a black jacket with red sleeves and a red zip is standing in front of a very colourful wall .,Are the red thing and black thing touching?,YN,No,"Yes, No",1,True
images/01/1007.jpg,a dark-skinned girl wearing a black hat and a black jacket with red sleeves and a red zip is standing in front of a very colourful wall .,Is the red thing above the black thing?,YN,No,"Yes, No",1,True
images/01/1008.jpg,"a dark-skinned , dark-haired girl wearing a black hat and a blue poncho is standing in front of a colourful wall .",Are the blue thing and black jacket thing touching?,YN,Yes,"Yes, No",1,True
images/01/1008.jpg,"a dark-skinned , dark-haired girl wearing a black hat and a blue poncho is standing in front of a colourful wall .",Is the blue thing above the black thing?,YN,No,"Yes, No",1,True
images/01/1010.jpg,"a dark-skinned boy wearing a black cap with a red shield , a purple jacket with dark green sleeves and red pants is standing in front of a grey wall .",Are the red thing and green thing touching?,YN,Yes,"Yes, No",1,True
images/01/1010.jpg,"a dark-skinned boy wearing a black cap with a red shield , a purple jacket with dark green sleeves and red pants is standing in front of a grey wall .",Is the red thing above the green thing?,YN,No,"Yes, No",1,True
images/01/1026.jpg,"interior view of a room with a large wooden bed in the centre . interior view of a room with a large wooden bed in the centre. There is a wooden commode and a mirror on the left , a wooden bedside table with a table lamp next to the bed and a huge fan on the wall above the bed .",Is the table above the bed?,YN,No,"Yes, No",1,True
