Story,Question,Q_type,Candidate_Answers,Answer,Reasoning_type,ollama/gemma:2b,ollama/phi3:mini,ollama/qwen:4b,ollama/openchat,ollama/mistral,ollama/llama3,llama70B
"There are three blocks called A, B, and C. In A, there is a large blue circle that is near and to the left of a large yellow circle. There is also a medium black triangle below the blue circle. In B, Which is to the right of A, there are three small blue circles far above two small black triangles. C is to the right of B. In C, there is a large blue triangle that is near and to the left of a medium black circle. There is also a large black triangle near and below the large blue triangle.",What block has all small objects?,FB,"A, B, C",B,['Quantifier'],"The answer is B.

The small blue circles are located to the right of block A.",B,B,B,B,B only,B
"There are three blocks called A, B, and C. A is to the left of B and B is to the left of C. In A, there is a medium yellow circle near and above a medium blue circle. There is also a large black square near and below the medium blue circle. In B, there is a medium yellow triangle near and to the left of a small blue triangle. The small blue triangle is above a medium blue triangle. The medium blue triangle is to the right of the medium yellow triangle and above a large black circle. In C, there is a medium black triangle that is near and to the left of a large blue triangle. There is a large black square near and to the right of large blue triangle.","What object is to the right of the medium blue thing in B, the large blue triangle or the large black square? the large blue triangle  or  the large black square ?",CO," the large blue triangle ,  the large black square , both of them, none of them",both of them,"['Lists/Sets', ' Converse']","The answer is the large black square.

The context describes the positions of the blocks and the objects within them, including the medium and large blue circles, the small and medium blue triangles, and the large black square. The large black square is to the right of the medium blue circle, which is to the left of the small blue triangle. Therefore, the large black square is the object to the right of the medium blue thing in B.",Both of them,The large blue triangle.,the large black square,the large blue triangle,the large black square,the large black circle
We have one block called A. there is a big blue circle touching bottom edge and a small blue triangle touching the top edge and another small blue triangle touching right edge of this block. There is a big yellow square above the big circle and below small triangle number one. It is to the left of small triangle number two. This block also has a small yellow and a small black triangles. Both of them are above the big circle and below the big square.,What is between the big blue circle and the small blue triangle number one? the big yellow square  or  the small yellow triangle?,CO," the big yellow square ,  the small yellow triangle, both of them, none of them",both of them,,"The correct answer is the small yellow triangle.

The context describes the block with the big blue circle, small triangle number one, and small yellow triangle. The small yellow triangle is between the big blue circle and the small triangle number one.",Both of them,the big yellow square,the big yellow square,the big yellow square,the small yellow triangle,the big yellow square
"There are three blue shapes in a block that we called A. Two medium blue squares are below a big blue square. First medium blue square is to the left of the other medium one which is touching the bottom edge of block A. There is another block below the block A we call it B. A big blue triangle is touching the top edge of this block which is above a small black triangle, a big blue circle and a medium blue triangle. The medium triangle is touching the bottom edge of the block. The circle is below and to the left of the small triangle. It is above the medium triangle.",Where is the big square regarding all medium squares?,FR,"left, right, above, below, near to, far from, touching, DK",above,,"The big square is above the small black triangle.

The output is 1.",Below,left,above,Touching (left),Above,above
"There are three blocks called A, B, and C. A is to the left of B and B is to the left of C. In A, there is a large yellow square that is near and to the left of a small yellow square. Below the small square is a medium yellow circle. In B, there is a small black triangle that is to the left of a large black square. Far below the black square is a small blue circle. In C, there is a medium blue triangle.",What block does not have any blue objects inside of it?,FB,"A, B, C",A,['Negation'],"The correct answer is C.

The context describes that in C, there is a medium blue triangle. Therefore, C does not have any blue objects inside of it.",Block A,C,B,B,C,A
"There is a block called A. In A there is a red triangle Which is above a black circle. The black circle is touching the bottom of A. A yellow square is touching the top edge of A and below that there is a red oval is touching the right edge of A. There is a second block call B Which is to the left of A. Inside B there are 3 squares, a brown one, a green one, and a red one. The green square is above the red square and touching the left edge of B. The brown square is touching both the bottom edge and the right edge of B. The red square is touching the left edge of the brown square.",Which object is above the brown square? the green square or  the red square?,CO," the green square,  the red square, both of them, none of them", the green square,['Transitivity'],"The answer is the red square.

The red square is touching the left edge of the brown square, which is above the brown square.",Both of them,the green square,the green square,The green square,the green square,the green square
"There are three blocks called A, B, and C. A is to the right of B and B is to the right of C. In A, there is a large yellow square that is touching the right edge of A. Near and to the left of the square is a small black circle. There is a large black circle near and to the right of the small black circle. There is a medium blue circle below the large black circle. There is a large black triangle is below the medium blue circle. In B, there is a medium yellow square is touching the left corner of a small blue triangle. In C, there is a small black circle touching the bottom of C. There is a large yellow square near and above the small black circle. There is a large black triangle far above the large yellow square. There is a small yellow triangle near and to the left of the large black triangle. Near and to the left of the small yellow triangle is a small blue triangle.","What object is below the large black circle in A, the large black triangle or the medium blue circle? the large black triangle  or  the medium blue circle ?",CO," the large black triangle ,  the medium blue circle , both of them, none of them",both of them,"['Transitivity', ' Converse']","The answer is the medium blue circle.

The large black circle is above the small black circle, and the medium blue circle is below the large black circle. So, the medium blue circle is below the large black circle in A.",neither of them,the large black triangle,the medium blue circle,the large black triangle,the medium blue circle,the medium blue circle
"There are three blocks called A, B, and C. A is to the left of B and B is to the left of C. In A, there is a large blue triangle that is near and below a medium black triangle. There is also a large black triangle that is near and below the large blue triangle. In B, there are two medium blue circles that are to the left of a medium black circle. The black circle is near and above a large blue circle. In C, there is a large yellow circle that is near and to the left of a small black triangle. There is also a large blue triangle near and to the right of the small black triangle.",What object is to the right of the medium blue things in B? the medium black circle  or  the large yellow circle ?,CO," the medium black circle ,  the large yellow circle , both of them, none of them",both of them,"['Converse', ' Lists/Sets']","The answer is the large yellow circle.

The context describes the objects in B as two medium blue circles and a large blue circle. The large yellow circle is to the right of the medium blue things, so it is the answer.",Both of them,the large yellow circle,the large yellow circle,the medium black circle,the medium black circle,the medium black circle
"There are three blocks called A, B, and C. In block A, there is a small blue square far above a small blue circle. There is a small black triangle far to the right of both small blue objects. The black triange is near and above a medium blue square. The medium blue square is touching the right edge of A and is near and above a medium black circle. Near and to the right of the medium black circle is a medium yellow triangle. The yellow triangle is to the left of the small blue circle. In B, which is to the right of A, there is a large blue square near and to the left of a large yellow triangle. There is also a small yellow triangle far below the square. In C, which is to the right of B. there is a small yellow circle near and above a small yellow triangle. The small yellow triangle is touching the top of a medium black triangle. The black triangle is touching the right edge of C. There is a large blue circle far below the black triangle.",Are all yellow objects in C above a blue thing?,YN,"Yes, No, DK",Yes,"['Transitivity', ' Quantifier']","The answer is No.

The context describes the positions of the yellow objects in relation to the blue things in blocks A and B. The question asks if all the yellow objects in C are above a blue thing. However, the context does not provide any information about the positions of the blue things in C, only that there is a large blue circle far below the black triangle in C.",No,Yes.,Yes,Yes,Yes,Yes
"There is a block called A. In A there is a small blue circle. There is another block called B Which is to the right of A. In B, there is a large yellow square, Which is near and to the left of a small yellow square. Above both squares there is a black triangle. To the right of B there is a block called C. In C, there is a black square that is to the right and far from a yellow triangle.",What is the relation between the black object above a small shape and the black thing to the right the large thing?,FR,"left, right, above, below, near to, far from, touching, DK",left,"['Lists', ' reverse']","The answer is ""above"".

The black object above a small shape is above the black thing to the right the large thing.",Below,left,"above, far from","Above, far from",Above,above
"There are three blocks named A, B, and C. A is to the right of B and B is to the right of C. In A, there is a small yellow triangle that is near and to the left of a medium yellow circle. In B, there is a medium black circle Which is above a large blue triangle. The large triangle is above and near a small blue circle. There is also a large black circle far below the small blue circle. In C, there is a medium blue circle.",Is the medium yellow thing to the right of the small yellow thing?,YN,"Yes, No, DK",Yes,['Converse'],"Yes, the answer is Yes. The medium yellow thing is to the right of the small yellow thing.",Yes,Yes.,Yes,Yes,Yes,No
"There are three blocks called A, B, and C. A is to the right of B and B is to the right of C. In A, there is a medium black circe that is far to the right of a medium blue square. The medium blue square is near and to the right of a small yellow circle. Far above the blue square is a medium yellow triangle. Near above the medium triangle is a small blue circle. In B, there is a large blue square that is touching the right edge of B. There is a medium black triangle that is touching the left side of the blue square. Near and above the medium black triangle is a large blue circle. Near and above the large blue circle is a large yellow triangle. In C, there is a small yellow triangle near and to the right of a medium black circle. The yellow triangle is touching the right edge of C. Far to the left of the medium black circle is a small blue square.",What block has all of the large objects inside?,FB,"A, B, C",B,['Quantifier'],"The answer is B.

The large blue square is in B, and it has all of the large objects inside.",B,B,B,B,B,B
"There exist a big red square, a big red triangle, a medium red square, and a small green circle in a block called A. The triangle and medium square are touching the bottom edge of the block. The big and medium square are touching the right edge of the block. And the circle is above the big square which is above the medium square. There is another block called B to the left of block A. A medium green square is touching the left edge of block B and is below a medium red square. The medium red square is above and to the left of a small green square. Also a medium red triangle is below and to the left of the small square.",Where is the red triangle which is to the right of a small square regarding to the red square above another red square?,FR,"left, right, above, below, near to, far from, touching, DK","left, below",,The red triangle is above the small square regarding to the red square above another red square.,Right,right,right,Right (relative to the given red square),Right,below
"There are two blocks called A and B. A is to the right of B. In A, there is a blue triangle, Which is above a orange rectangle, Which is above a black circle. The black circle is touching the bottom of A. In B there are four squares. A yellow square is above a white square and to the left of a green square. A large purple square is touching the bottom of B and is to the left and near of the white square. The green square is on top of the purple square.",What block does not have a orange thing inside?,FB,"A, B",B,['Negation'],"The answer is A.

A is to the right of B. In A, there is a blue triangle, Which is above a orange rectangle, Which is above a black circle. The black circle is touching the bottom of A. So, A does not have an orange thing inside.",B,B,B,A,B,B
"There is a block called A. In A there is a small blue circle. There is another block called B Which is to the right of A. In B, there is a large yellow square, Which is near and to the left of a small yellow square. Above both squares there is a black triangle. To the right of B there is a block called C. In C, there is a black square that is to the right and far from a yellow triangle.",Which object is near to a small square? the black triangle  or  the large square?,CO," the black triangle ,  the large square, both of them, none of them", the large square,['Symmetry'],"The answer is the large square.

The question is asking which object is near to a small square. The large square is to the right and far from a yellow triangle, which is near to a small square. Therefore, the large square is the object that is near to a small square.",Both of them,The black triangle.,the large square,the large square,the large square,the large square
"There are three blocks called A, B, and C. In block A, there is a small blue square far above a small blue circle. There is a small black triangle far to the right of both small blue objects. The black triange is near and above a medium blue square. The medium blue square is touching the right edge of A and is near and above a medium black circle. Near and to the right of the medium black circle is a medium yellow triangle. The yellow triangle is to the left of the small blue circle. In B, which is to the right of A, there is a large blue square near and to the left of a large yellow triangle. There is also a small yellow triangle far below the square. In C, which is to the right of B. there is a small yellow circle near and above a small yellow triangle. The small yellow triangle is touching the top of a medium black triangle. The black triangle is touching the right edge of C. There is a large blue circle far below the black triangle.",Is the medium black thing in A near and above a blue thing?,YN,"Yes, No, DK",No,"['Symmetry', ' Converse']","Yes, the medium black thing in A is near and above a blue thing.",Yes,Yes.,Yes,Yes,Yes,Yes
"There exist a big red square, a big red triangle, a medium red square, and a small green circle in a block called A. The triangle and medium square are touching the bottom edge of the block. The big and medium square are touching the right edge of the block. And the circle is above the big square which is above the medium square. There is another block called B to the left of block A. A medium green square is touching the left edge of block B and is below a medium red square. The medium red square is above and to the left of a small green square. Also a medium red triangle is below and to the left of the small square.",What is the relation between a square touching the left edge of a block and a square touching the bottom edge of a block?,FR,"left, right, above, below, near to, far from, touching, DK",left,,"The answer is ""touching"".

The square touching the left edge of a block is touching the bottom edge of a block.",Below,left,"above, below",Touching,touching,above
"There are three blocks called A, B, and C. A is to the right of B and B is to the right of C. In A, there is a small blue square far to the right of a medium black circle. In B, there is a large black circle far below a medium yellow circle. The medium yellow circle is far below a medium black triangle. The medium black triangle is near and below a small blue square. In C, there is a large yellow square near and above a medium blue square. There is also a medium yellow square far to the left of the large yellow square.",Is the small blue thing in A to the right of a medium blue thing?,YN,"Yes, No, DK",Yes,"['Lists/Sets', ' Transitivity']","Yes, the small blue thing is to the right of a medium blue thing.",Yes,Yes.,Yes,Yes,Yes,No
"There are three blocks called A, B, and C. A is to the left of B and B is to the left of C. In A, there is a medium yellow circle near and above a medium blue circle. There is also a large black square near and below the medium blue circle. In B, there is a medium yellow triangle near and to the left of a small blue triangle. The small blue triangle is above a medium blue triangle. The medium blue triangle is to the right of the medium yellow triangle and above a large black circle. In C, there is a medium black triangle that is near and to the left of a large blue triangle. There is a large black square near and to the right of large blue triangle.","What object is not near the medium yellow thing in A, the medium blue circle or the small blue triangle? the medium blue circle  or  the small blue triangle ?",CO," the medium blue circle ,  the small blue triangle , both of them, none of them", the small blue triangle ,"['Negation', ' Symmetry']","The answer is the medium blue circle.

The medium blue circle is not near the medium yellow thing in A, the medium blue circle or the small blue triangle.",neither of them,"The object that is not near the medium yellow thing in A, the medium blue circle or the small blue triangle? is the large black square near and to the right of large blue triangle.",the small blue triangle,the small blue triangle,the medium blue triangle,the small blue triangle
"There are three blocks called A, B, and C. A is to the right of B and B is to the right of C. In A, there is a small yellow triangle far to the right of a medium black circle. Near and to the left of the medium black circle is a small yellow square. Far below the small yellow square is a small blue square. Near and below the small blue square is a medium black triangle. In B, there is a medium yellow circle near and above a small yellow circle. The small yellow circle is near and above a large black square. The large black square is touching the bottom of B. In C, there is a small blue square far below a medium blue square. Far to the right of the medium blue square is a large blue triangle. Near and below the triangle is a medium black square. The medium black square is touching the bottom of C.",Is the medium black thing in A to the right of the other medium black thing?,YN,"Yes, No, DK",Yes,"['Lists/Sets', ' Transitivity']",Yes. The medium black thing in A is to the right of the other medium black thing.,No,Yes.,Yes,Yes,Yes,Yes
"There is a block called A. Inside A, there is a black triangle that is above and to the left of a black circle. There is another block called B which is to the right of A. In B, there are two yellow circles, a blue circle, and a blue square. The blue circle is touching the left edge of B. One of the yellow circles is to the right of the blue circle and to the left of the blue square. The blue square is touching the right edge of B and is above the other yellow circle, Which is also touching the right edge of B.",What is the relation between the blue circle in block B and the yellow thing Which is below the square?,FR,"left, right, above, below, near to, far from, touching, DK",left,,"The answer is ""touching"".

The blue circle is touching the left edge of B, which is touching the right edge of A.",Below,below,"left, touching",touching,below,left
"There is three blocks called A, B, C. Block A has two big blue shapes to the left of a big yellow triangle. There is also a little triangle to the left of blue objects. there is a big black triangle touching the bottom edge of block B. A medium circle is at top of the block B and a small blue circle is near to it. Block C is left to the blocks A and B. It has two medium triangles. one of them is to the right of the other.",What is the relation between the yellow triangle and the little triangle?,FR,"left, right, above, below, near to, far from, touching, DK",right,"['Transitivity', ' Converse']","The answer is ""left"".

The yellow triangle is to the left of the little triangle.",Left,left,near to,Touching,left,left
"There are three blocks named A, B, and C. B is to the right of A and C is to the right of B. In A there is a large black square that is touching left edge of A. In B, there is a large blue square Which is near and to the right of a large blue triangle. Far below the triangle there is a large yellow circle. The large yellow circle is touching the bottom of B. In C, there is a small blue circle that is to the right of a small black triangle.",What block has all small objects?,FB,"A, B, C",C,['Quantifier'],"The answer is B.

B is to the right of A and C is to the right of B, so B has all small objects.",C,C,C,C,C,C
"There are three blocks called A, B, and C. A is to the left of B and B is to the left of C. In A, there is a medium blue square near and to the left of a medium black triangle. The medium black triangle is near and below a medium yellow square. In B, there is a small blue square far to the left of a large black circle. There is a medium yellow circle far above the black circle. In C, there is a large yellow square",Is the large black thing far to the right of the small blue thing?,YN,"Yes, No, DK",Yes,"['Symmetry', ' Converse']","Yes, the large black thing is far to the right of the small blue thing.",No,Yes.,No,Yes,Yes,Yes
There is a block called A. It has a big blue circle and a red square. The big blue circle is below the red square. There is another block called B Which is above block A. There are a small blue circle and a yellow square in this block. The small blue circle is to the left of the yellow square.,What is the relation between the big circle and squares?,FR,"left, right, above, below, near to, far from, touching, DK",above,"['Lists/Sets', ' Quantifire']","The answer is ""below"".

The big blue circle is below the red square.","Below, above",left,"above, below",Below,below,below
"There are three blocks called A, B, and C. A is to the right of B and B is to the right of C. In A, there is a small blue triangle. In B, there is a small yellow square near and above a large black circle. The black circle is far above a medium yellow triangle. In C, there is a large yellow square near and above a large blue square. The blue square is near and above a large black circle. There is a small yellow triangle near and to the right of the large black circle.",Is the large black thing in B near and below a small yellow thing?,YN,"Yes, No, DK",Yes,"['Symmetry', ' Converse']","Yes, the large black thing in B is near and below a small yellow thing.",No,No.,Yes,No,No,Yes
"There is a block called A. In A there is a blue square that is far above a yellow square. There is another block called B, Which is to the left of A. In B, there are two black squares that are near each other. One black square is above and to the left of the other one. There is also a block called C, Which is to the left of B. There is a small yellow triangle that is close to and below a large yellow circle. To the left of the triangle there is a small black circle. Far above the small circle is a large black triangle. The black triangle is near and above the large yellow circle.",Is the yellow thing in A to the left of the yellow things in C.,YN,"Yes, No, DK",Yes,"['Lists/Sets', ' Transitivity']","Yes, the yellow thing in A is to the left of the yellow things in C.",No,Yes.,No,No,No,No
"There is a block named A. In A, there is a pink triangle that touches the bottom of A. There is also a white triangle that touches the left edge of A, a red triangle that touches the top of A, and a green triangle that touches the right edge of A. Below A there is a block called B. In B, there is a small square, a large square, and a yellow circle. The large square is to the right of and near the yellow circle. The yellow circe is to the right of and above the small square. Below B there is a blocked named C. In C, there is a brown oval that is on top of a blue rectangle.",Is A above C?,YN,"Yes, No, DK",Yes,['Transitivity'],"No, the answer is No.

The context describes the positions of the blocks in relation to each other, but it does not specify whether A is above C.",Yes,No.,No,No,No,Yes
"There are three blocks called A, B, and C. A is to the left of B, and B is to the left of C. In A, there is a large blue triangle to the left of and below a large black square. Far above the square is a large black circle. In B, there is a large blue circle near and below a small blue circle. The small blue circle is near and below a large yellow square. There is a medium blue square far to the left of the yellow square. In C, there is a large blue square.",Is the large black square far below the other large black thing?,YN,"Yes, No, DK",Yes,"['Symmetry', ' Converse']","Yes, the large black square is far below the other large black thing.",No,Yes.,Yes,Yes,No,Yes
"There are three blocks called A, B, and C. A is to the right of B and B is to the right of C. In A, there is a medium black circle that is near and to the right of a medium black square. The square is near and below a medium yellow triangle. In B, there is a large triangle to the right of a medium yellow circle. A small yellow square is below the yellow circle and a medium black triangle is below the small yellow square. In C, there is a small black circle far above a medium black square. The square is to the left of a medium black circle.",What block does not have a yellow thing inside of it?,FB,"A, B, C",C,['Negation'],"The answer is C.

The context describes the positions of the blocks and the yellow things, but it does not specify which block has a yellow thing inside of it.",Block C,C,C,C,C,C
"There are three blocks called A, B, and C. A is to the left of B and B is to the left of C. In A there is a large blue circle that is far above and to the right of a medium blue square. In B, there is a large black square that is near and to the left of a small yellow square. There is a medium black square to the right of the small yellow square. The medium square is above a black triangle. In C, there is a small blue square.",What is the relation between small blue thing and the triangle?,FR,"left, right, above, below, near to, far from, touching, DK","right, far from",['Lists/Sets'],"The answer is ""above"".

The small blue thing is above the black triangle.",Below,left,far from,Above,Above,far from
"There are three blocks called A, B, and C. A is to the left of B and B is to the left of C. In A, there is a small blue circle far to the left of a medium yellow square. In B, there is a small blue circle. In C, there is a medium yellow square near and below a large blue square. The large blue square is near and below the small black triangle.The black triangle is far to the right of a small yellow triangle. There is a medium blue triangle near and to the right of the small black triangle.","What object is to the left of the small yellow thing, the medium yellow thing in A or the small blue thing in A? the medium yellow thing in a  or  the small blue thing in a ?",CO," the medium yellow thing in a ,  the small blue thing in a , both of them, none of them",both of them,"['Lists/Sets', ' Transitivity']","The answer is the small blue thing in a.

The context describes the positions of the objects in relation to each other, and the small blue thing is located to the left of the small yellow thing and the medium yellow thing in A.",neither of them,the medium yellow thing in a,the small blue thing in a,the small blue thing in a,the small black triangle,the small blue thing in a
"There are three blocks called A, B and C. B is to the left of A and C is to the left of B. In A, there is a large blue triangle that is near and to the right of a medium yellow circle. There is also a large black square near and to the left of the medium yellow circle. In B, there is a medium yellow triangle that is near and above a large black square. Near and below the black square is a medium blue circle. In C, there is a small blue triangle to the right of a small black triangle. Near and to the left of the of the small black triangle is a large blue triangle.",Is the large blue thing in A to the left of the large black thing?,YN,"Yes, No, DK",No,"['Transitivity', ' Converse']","Yes, the large blue thing is to the left of the large black thing.",No,Yes.,No,Yes,Yes,No
"There is a block called A. In A, there are four circles that are touching the bottom of A. The red circle is touching and to the left of the yellow circle. The pink circle is touching and to the right of the green circle. The yellow circle is touching and to the left of the green circle. Touching the bottom of A is a block called B. In B, there is a blue rectangle touching the top and the left of B. Near and to the right of the blue rectangle is a purple rectangle that is also touching the top of B. At the bottom of B there is a white triangle. Far to the left of B there is a block called C. In C, there is a brown oval that is to the right of an  orange square.",Is the blue object to the left of the purple thing?,YN,"Yes, No, DK",Yes,['Converse'],"No, the answer is No.

The blue object is not to the left of the purple thing.",Yes,Yes.,Yes,Yes,Yes,Yes
"There are three blocks named A, B, and C. A is to the right of B and B is to the right of C. In A, there is a small yellow triangle that is near and to the left of a medium yellow circle. In B, there is a medium black circle Which is above a large blue triangle. The large triangle is above and near a small blue circle. There is also a large black circle far below the small blue circle. In C, there is a medium blue circle.",What block does not have a triangle inside of it?,FB,"A, B, C",C,['Negation'],"The answer is C.

The context describes the positions of the blocks and the presence of a triangle in block A. The context does not mention anything about the presence of a triangle in block C, so we can conclude that it does not have a triangle inside of it.",Block C,C,B,"C (Don't Know without knowing the exact definition of ""inside"")",C,C
"There are three blocks called A, B, and C. A is to the right of B and B is to the right of C. In A, there is a medium black circle that is near and to the right of a medium black square. The square is near and below a medium yellow triangle. In B, there is a large triangle to the right of a medium yellow circle. A small yellow square is below the yellow circle and a medium black triangle is below the small yellow square. In C, there is a small black circle far above a medium black square. The square is to the left of a medium black circle.",What object is below the small black thing in C? the medium black circle  or  the large black triangle?,CO," the medium black circle ,  the large black triangle, both of them, none of them", the medium black circle ,['Transitivity'],"The answer is the medium black circle.

The small black thing is below the medium black circle in C.",None of them,the medium black circle,the medium black circle,the medium black square,the medium black square,the medium black square
"There are three blocks called A, B, and C. A is to the right of B and B is to the right of C. In A, there is a small yellow triangle far above a medium blue circle. The medium blue circle is near and above a small black square. There is a large black triangle near and to the right of the medium blue circle. In B, there is a small blue square far below a small black triangle. There is a large blue circle far to the left of the small blue square. In C, there is a small black circle far to the left of a medium black circle. The medium black circle is near and to the left of the medium black triangle.",What is the relation between the medium black triangle and the medium black circle?,FR,"left, right, above, below, near to, far from, touching, DK","right, near to","['Symmetry', ' Converse']","The answer is ""above"".

The medium black triangle is above the medium black circle.",Near to,left,near to,Near to,near to,near to
"There are three blocks called A, B, and C. A is to the right of B and B is to the right of C. In A, there is a large yellow square that is touching the right edge of A. Near and to the left of the square is a small black circle. There is a large black circle near and to the right of the small black circle. There is a medium blue circle below the large black circle. There is a large black triangle is below the medium blue circle. In B, there is a medium yellow square is touching the left corner of a small blue triangle. In C, there is a small black circle touching the bottom of C. There is a large yellow square near and above the small black circle. There is a large black triangle far above the large yellow square. There is a small yellow triangle near and to the left of the large black triangle. Near and to the left of the small yellow triangle is a small blue triangle.",Is the small black thing in C below a large black thing in C?,YN,"Yes, No, DK",Yes,"['Transitivity', ' Converse']","No, the answer is No.

The context does not provide any information about the relative sizes or positions of the small black thing in C and the large black thing in C.",No,Yes.,Yes,Yes,Yes,Yes
"There is a block called A. In A there is a small blue circle. There is another block called B Which is to the right of A. In B, there is a large yellow square, Which is near and to the left of a small yellow square. Above both squares there is a black triangle. To the right of B there is a block called C. In C, there is a black square that is to the right and far from a yellow triangle.",What block does not have any triangles inside?,FB,"A, B, C",A,"['Quantifier', ' Negation']","The answer is C.

The context describes the positions of blocks A, B, and C, but it does not specify anything about the blocks inside C, so we cannot determine which block does not have any triangles inside.",Block A,C,C,C,A,A
"There is a block called A. In A, there are four blue circles: two small ones, a medium one, and a large one. The two small circles are below the large circle. The medium circle is far above and to the left of the large circle. There is another block called B, Which is to the right of A. In B, there is a blue triangle near the right edge of B. There is another block called C, Which is to the right of B. In C, there is a yellow circle, a large yellow triangle, and a black square. The yellow circle is near and to the left of the yellow triangle. The black square is to the right and below the yellow triangle.",What object is far from the medium blue thing? the yellow circle  or  the small blue circle?,CO," the yellow circle ,  the small blue circle, both of them, none of them", the small blue circle,"['Symmetry', ' Transitivity']","The answer is the small blue circle.

The context describes the positions of the blocks and the objects within them, but it does not specify which object is far from the medium blue thing. Therefore, the answer is the small blue circle.",None of them,The object that is far from the medium blue thing is the yellow circle.,the small blue circle,the small blue circle,the yellow circle,the yellow circle
"There are three blue shapes in a block that we called A. Two medium blue squares are below a big blue square. First medium blue square is to the left of the other medium one which is touching the bottom edge of block A. There is another block below the block A we call it B. A big blue triangle is touching the top edge of this block which is above a small black triangle, a big blue circle and a medium blue triangle. The medium triangle is touching the bottom edge of the block. The circle is below and to the left of the small triangle. It is above the medium triangle.",Is the big square above all black objects?,YN,"Yes, No, DK",Yes,"['lists/set', ' converse']","No, the answer is No.
The context describes the positions of the blue shapes in the block, but it does not specify whether the big square is above all black objects.",No,Yes.,Yes,Yes,Yes,Yes
"There is a block named A. In A, there is a pink triangle that touches the bottom of A. There is also a white triangle that touches the left edge of A, a red triangle that touches the top of A, and a green triangle that touches the right edge of A. Below A there is a block called B. In B, there is a small square, a large square, and a yellow circle. The large square is to the right of and near the yellow circle. The yellow circe is to the right of and above the small square. Below B there is a blocked named C. In C, there is a brown oval that is on top of a blue rectangle.",Is A above C?,YN,"Yes, No, DK",Yes,['Transitivity'],"No, the answer is No.

The context describes the positions of the blocks in relation to each other, but it does not specify whether A is above C.",Yes,No.,No,No,No,Yes
"There is a block called A. In A, there is a medium yellow square that is touching the left side of a medium black circle. There is also a medium blue circle near and above the medium yellow square. There is a block called B, Which is to the right of A. In B, there is a small yellow square far above a small black square. There is another block called C, Which is to the right of B. In C, there is a large blue triangle that is below a medium blue square. There is a medium black circle near and to the right of the medium blue square. To the right of the black circle there is a large black triangle.",Is the medium black thing in A touching the medium yellow thing?,YN,"Yes, No, DK",Yes,['Symmetry'],"No, the candidate answer is No.

The context describes the positions of the blocks and the shapes relative to each other. The medium black thing is not touching the medium yellow thing.",No,Yes.,No,Yes,Yes,Yes
"There is three blocks called A, B, C. Block A has two big blue shapes to the left of a big yellow triangle. There is also a little triangle to the left of blue objects. there is a big black triangle touching the bottom edge of block B. A medium circle is at top of the block B and a small blue circle is near to it. Block C is left to the blocks A and B. It has two medium triangles. one of them is to the right of the other.",Which object is to the left of the medium shape which is near to the small circle? a little triangle  or  a medium triangle?,CO," a little triangle ,  a medium triangle, both of them, none of them", a medium triangle,"['Symmetry', ' Lists/Sets']","The answer is a little triangle.

The context describes the objects left of the block B. The little triangle is to the left of the medium shape which is near to the small circle.",Both of them,a little triangle,a little triangle,a little triangle,a little triangle,a little triangle
"There is a block called A. In A there is a small blue circle. There is another block called B Which is to the right of A. In B, there is a large yellow square, Which is near and to the left of a small yellow square. Above both squares there is a black triangle. To the right of B there is a block called C. In C, there is a black square that is to the right and far from a yellow triangle.",Which object is left of a black square? the yellow triangle  or  the small circle ?,CO," the yellow triangle ,  the small circle, both of them, none of them", the small circle,"['Transitivity', ' reverse']","The answer is the small circle.

The context describes the positions of the blocks and the objects in them. The small circle is to the left of the black triangle, which is to the right of block A. Therefore, the small circle is left of the black square.",Both of them,the small circle,the small circle,the yellow triangle,the small circle,the yellow triangle
"There are three blocks called A, B, and C. A is to the left of B and B is to the left of C. In A there is a large yellow triangle touching the bottom edge of A. In B, there is a small blue triangle far above a medium black circle. The medium black circle is near and above a medium yellow triangle. There is a small yellow circle near and to the left of the medium black circle. In C, there is a large black square touching the bottome edge of C. Near and to the left of the square is a medium blue square. The medium blue square is near and below a large black triangle.","What object is to the right of the medium black thing, the small yellow circle or the large black square? the small yellow circle  or  the large black square ?",CO," the small yellow circle ,  the large black square , both of them, none of them", the large black square ,"['Lists/Sets', ' Converse']","The answer is the large black square.

The context describes the objects in order from left to right, starting with a small yellow circle, then a medium black circle, a medium yellow triangle, a small yellow circle, and finally a large black square. The large black square is to the right of the medium black circle, so it is the answer.",neither of them,The object to the right of the medium black thing is the large black square.,the large black square,the large black square,the large black square,the small yellow circle
"There is a block called A. It has a small yellow square, a smal black triangle and a small black circle. A medium blue square is above and to the right of the smal black triangle and circle. The small yellow square is above the medium square. The small black circle is above a big blue circle and to the right of the small black triangle. Block A is below another block called B.block B has two big yellow triangle and a big black circle that is touching the top edge of this block. One of the triangles is touching the bottom edge of block B.",Which block has all circles below a big yellow triangle?,FB,"A, B",A,,"The answer is B.

The block has two big yellow triangles and a big black circle that is touching the top edge of this block. One of the triangles is touching the bottom edge of block B.",Block B,B,B,B,Block B,B
