Story,Question,Q_type,Candidate_Answers,Answer,Reasoning_type,ollama/openchat,ollama/llama3,ollama/mistral,ollama/phi3:mini,ollama/gemma:2b
"There are three blocks called A, B, and C. B is to the right of A and C is to the right of B. In A, there is a medium blue circle Which is near and above a small blue circle. In B, there is a large yellow triangle Which is to the right and touching a large blue triangle. There is also a small yellow triangle to the left of the large blue triangle. In C, there is a small blue circle that is far above a blue triangle. The blue triangle is to the left of a black triangle.",What block does not have a triangle inside of it?,FB,"['A', 'B', 'C']",['A'],['Negation'],"['a', 'c']",['a'],['dk'],a,b.
"There are three blocks called A, B and C. B is to the left of A and C is to the left of B. In A, there is a large blue triangle that is near and to the right of a medium yellow circle. There is also a large black square near and to the left of the medium yellow circle. In B, there is a medium yellow triangle that is near and above a large black square. Near and below the black square is a medium blue circle. In C, there is a small blue triangle to the right of a small black triangle. Near and to the left of the of the small black triangle is a large blue triangle.",Is the large black thing near and above a medium blue thing?,YN,"['Yes', 'No', 'DK']",['Yes'],"['Symmetry', ' Converse']",no,['yes'],yes,no,'yes'.
"There are three blocks called A, B, and C. In A, there is a large blue circle that is near and to the left of a large yellow circle. There is also a medium black triangle below the blue circle. In B, Which is to the right of A, there are three small blue circles far above two small black triangles. C is to the right of B. In C, there is a large blue triangle that is near and to the left of a medium black circle. There is also a large black triangle near and below the large blue triangle.",What block has all small objects?,FB,"['A', 'B', 'C']",['B'],['Quantifier'],['b'],['b'],['b'],b,'b'.
"There are three blocks called A, B, and C. B is to the left of A and C is to the left of B. In A, there is a medium blue square near and to the right of a large yellow square. The large yellow square is far to the right of a small blue circle. In B, there is a large black circle is near and above a large blue circle. Far below the blue circle is a large black square. In C, there is a small blue circle that is far below a large blue square.",What block does not have any triangles inside of it?,FB,"['A', 'B', 'C']",['C'],"['Negation', ' Quantifier']",['dk'],['b'],['c'],"['a', 'b', 'c'] - all blocks do not contain any triangles. however, since there is no information about triangles in the context provided, we cannot definitively exclude dk as a possibility if it were to be asked separately for each block with respect to triangles specifically. but based on given choices and available data regarding shapes within these blocks, all options are correct without considering 'dk'.",b.
"There are three blocks called A, B, and C. B is to the right of A and C is to the right of B. In A, there is a small black triangle near and below a large yellow circle. Far to the right of the yellow circle is a small blue square. In B, there is a large black triangle far below a small blue circle. The small blue circle is near and below a small blue triangle. In C, there is a small blue circle.",What is the relation between the small thing in C and the small black thing?,FR,"['left', 'right', 'above', 'below', 'near to', 'far from', 'touching', 'DK']","['right', 'far from']","['Lists/Sets', ' Transitivity']",['below'],['near to'],['dk'],below,"""right""."
"There are three blocks called A, B, and C. A is to the right of B and B is to the right of C. In A, there is a small blue triangle. In B, there is a large blue circle near and to the right of a small yellow square. The yellow square is near and to the right of a small black circle. In C, there is a small yellow circle near and below a medium black triangle. There is a small blue square near and above the black triangle.",What block does not have any triangles inside of it?,FB,"['A', 'B', 'C']",['B'],"['Negation', ' Quantifier']",['c'],['c'],['c'],"['a', 'b']",b.
"There are three blocks called A, B and C. A is to the left of B and B is to the left of C. In A, there is a small blue circle. In B, there is a large blue triangle that is touching the top of a small yellow triangle. In C, there are four circles, a large yellow one, a small blue one, a small black one, and a large black one. The large yellow circle is touching the large black circle and is above and near the small blue circle. The small black circle is near and to the right of the small blue circle. The large black circle is above and near the small black circle.",What block does not have a circle inside of it?,FB,"['A', 'B', 'C']",['B'],['Negation'],['dk'],['b'],['c'],a,b.
"There are three blocks names A, B, and C. A is to the left of B and B is to the left of C. In A, there is a small square Which is below and to the left of a yellow circle. In B, there is a yellow circle above and to the right of a large blue square. In C, there is a small black square that is below a small yellow triangle. Near and to the right of the square is a large black triangle. The large triangle is also to the left of and near a large blue square. Far above the blue square is a small yellow circle. The small triangle is to the left and far from the small circle.",What is the relation between the small yellow triangle in C and the large black thing in C?,FR,"['left', 'right', 'above', 'below', 'near to', 'far from', 'touching', 'DK']","['left', 'near to']",['Symmetry'],"['left', 'far from']",['below'],"['below"", ""far from""]",[bottom],"""left""."
"There are three blocks called A, B, and C. A is to the right of B and B is to the right of C. In A, there is a medium black triangle. In B, there is a small blue circle that is far below a medium yellow square. In C, there is a small yellow square near and above a small black triangle. The black triangle is near and to the right of a large black square. There is a medium blue triangle below the large black square.",Is the medium yellow thing far from the small blue thing?,YN,"['Yes', 'No', 'DK']",['Yes'],['Symmetry'],no,['no'],yes,no,yes
"There is a block called A. In A, there are four circles that are touching the bottom of A. The red circle is touching and to the left of the yellow circle. The pink circle is touching and to the right of the green circle. The yellow circle is touching and to the left of the green circle. Touching the bottom of A is a block called B. In B, there is a blue rectangle touching the top and the left of B. Near and to the right of the blue rectangle is a purple rectangle that is also touching the top of B. At the bottom of B there is a white triangle. Far to the left of B there is a block called C. In C, there is a brown oval that is to the right of an  orange square.",Is the blue object to the left of the purple thing?,YN,"['Yes', 'No', 'DK']",['Yes'],['Converse'],yes,['yes'],yes,yes,'yes'.
"There are two blocks called A and B. A is to the right of B. In A, there is a blue triangle, Which is above a orange rectangle, Which is above a black circle. The black circle is touching the bottom of A. In B there are four squares. A yellow square is above a white square and to the left of a green square. A large purple square is touching the bottom of B and is to the left and near of the white square. The green square is on top of the purple square.",What is the relation between the purple objects and green objects?,FR,"['left', 'right', 'above', 'below', 'near to', 'far from', 'touching', 'DK']",['below'],['Converse'],"['below', 'near to', 'touching']","['above', 'near to']","['near to"", ""below""]","[top, near to]",['touching']
"There is a block called A. In A, there is a medium blue square that is to the left of a small blue triangle. There is also a large blue triangle far above the small blue triangle. There is another block called B, Which is to the right of A. In B, there is a large yellow circle. There is another block called C, Which is to the right of B. In B, there is a medium yellow circle far below a small black square. There is also a large yellow square near and above the small black square . There is a medium yellow square that is far to the right of the medium yellow circle, and there is a small yellow square above the medium yellow square.",Is the medium blue thing to the right of the medium yellow thing?,YN,"['Yes', 'No', 'DK']",['No'],"['Lists/Sets', ' Transitivity']",no,['no'],['yes'],no,yes
"There are two blocks called A and B. A is to the right of B. In A, there is a blue triangle, Which is above a orange rectangle, Which is above a black circle. The black circle is touching the bottom of A. In B there are four squares. A yellow square is above a white square and to the left of a green square. A large purple square is touching the bottom of B and is to the left and near of the white square. The green square is on top of the purple square.",What block does not have a orange thing inside?,FB,"['A', 'B']",['B'],['Negation'],['b'],['a'],['b'],['b'],a.
"There are three blocks called A, B, and C. In A, there is a large blue circle that is near and to the left of a large yellow circle. There is also a medium black triangle below the blue circle. In B, Which is to the right of A, there are three small blue circles far above two small black triangles. C is to the right of B. In C, there is a large blue triangle that is near and to the left of a medium black circle. There is also a large black triangle near and below the large blue triangle.",What block does not have a large object inside of it?,FB,"['A', 'B', 'C']",['B'],['Negation'],['b'],['b'],['dk'],a,b.
"There are three blocks called A, B and C. B is to the left of A and C is to the left of B. In A, there is a large blue triangle that is near and to the right of a medium yellow circle. There is also a large black square near and to the left of the medium yellow circle. In B, there is a medium yellow triangle that is near and above a large black square. Near and below the black square is a medium blue circle. In C, there is a small blue triangle to the right of a small black triangle. Near and to the left of the of the small black triangle is a large blue triangle.","What object is to the right of small blue thing, the medium yellow circle or the small black triangle? the medium yellow circle  or  the small black triangle ?",CO,"[' the medium yellow circle ', ' the small black triangle ', 'both of them', 'none of them']",[' the medium yellow circle '],"['Lists/Sets', ' Transitivity']",['the small black triangle'],['the medium yellow circle '],['the small black triangle'],both of them,"['the medium yellow circle ', 'both of them']"
"There is three blocks called A, B, C. Block A has two big blue shapes to the left of a big yellow triangle. There is also a little triangle to the left of blue objects. there is a big black triangle touching the bottom edge of block B. A medium circle is at top of the block B and a small blue circle is near to it. Block C is left to the blocks A and B. It has two medium triangles. one of them is to the right of the other.",What is the relation between the yellow triangle and the little triangle?,FR,"['left', 'right', 'above', 'below', 'near to', 'far from', 'touching', 'DK']",['right'],"['Transitivity', ' Converse']",['left'],['left'],['touching'],[left],"""left""."
"There are three blocks called A, B, and C. A is on top of B and B is on top of C. In A there are 3 circles: a small red one, a green one, and a big blue one. The small red and green circles are above the big blue circle. The big blue circle is touching the bottom edge of A, and the green circle is touching the top edge of A. In B there is a orange triangle, Which is above a purple rectangle. The purple rectangle is touching the bottom edge of B. In C, there are 3 squares, a small white one, a small black one, and a large yellow one. The small white square is touching the left edge of C, while the small black square is touching the right edge of C. The large yellow square is adjacent to the white square, and is touching the bottom edge of C.",What object is not above the purple rectangle? the orange triangle or  the white square?,CO,"[' the orange triangle', ' the white square', 'both of them', 'none of them']",[' the white square'],['Negation'],['the white square'],['the white square'],['the white square'],both of them,'both of them'.
"There are three blocks called A, B, and C. A is to the left of B and B is to the left of C. In A, there is a small yellow square near and to the left of a large yellow circle. The large circle is near and to the left of a large blue triangle. In B, there is a small yellow square near and below a large blue triangle. There is a medium black triangle near and above the large blue triangle. In C, there is a small black square far to the left and above a small blue circle. The blue circle is near and to the left of a large yellow square.",Is the large blue thing in B to the right of the small yellow thing in B?,YN,"['Yes', 'No', 'DK']",['DK'],['No Data'],no,['yes'],['no'],no,'yes'.
"There are three blocks called A, B, and C. B is to the right of and touching the right edge of A and C is above and touching the top of B. In A, there is a blue square touching the left edge of A. A red triangle is next to the blue square and is above a yellow circle is touching the bottom edge of A. In B, there is a purple rectangle and an orange oval. The orange oval is touching the right edge of B and the rectangle is near and to the left of and the oval. In C, there is a small triangle a large triangle and a pink triangle. The small triangle is above the large triangle and is touching the top of C. The pink triangle is touching the bottom of C, with the large triangle to the right of the pink triangle.",What object is near the purple thing? the orange oval  or  the small triangle?,CO,"[' the orange oval ', ' the small triangle', 'both of them', 'none of them']",[' the orange oval '],['Symmetry'],['the orange oval'],['the orange oval'],['the orange oval'],both of them,[' the orange oval '.
"There are three blocks called A, B, and C. B is to the right of A and C is to the right of B. In A, there is a small yellow circle that is near and to the left of a medium blue triangle. Touching the top of the triangle is a large yellow square. In B, there is a large blue circle near and below a small blue square. There is a large black triangle far to the right of the small blue square. In C, there is a small blue triangle that is far below a medium black triangle. The black triangle was near and below a medium blue triangle.",What block has all of the triangles inside of it?,FB,"['A', 'B', 'C']",['C'],['Quantifier'],['b'],"['a', 'c']",['c'],c,a.
"There are three blocks called A, B, and C. B is to the left of A and C is to the left of B. In A, there is a medium blue square near and to the right of a large yellow square. The large yellow square is far to the right of a small blue circle. In B, there is a large black circle is near and above a large blue circle. Far below the blue circle is a large black square. In C, there is a small blue circle that is far below a large blue square.","What object is not near the large blue thing in C, the small blue circle in C or the large black circle? the small blue circle  or  the large black circle ?",CO,"[' the small blue circle ', ' the large black circle ', 'both of them', 'none of them']",['both of them'],"['Negation', ' Symmetry']","['the small blue circle', 'the large black circle']","[[""the large yellow square""], [""the large black square""]]",'none of them',none of them,[' the small blue circle ']
"There is a block called A. In A, there are four circles that are touching the bottom of A. The red circle is touching and to the left of the yellow circle. The pink circle is touching and to the right of the green circle. The yellow circle is touching and to the left of the green circle. Touching the bottom of A is a block called B. In B, there is a blue rectangle touching the top and the left of B. Near and to the right of the blue rectangle is a purple rectangle that is also touching the top of B. At the bottom of B there is a white triangle. Far to the left of B there is a block called C. In C, there is a brown oval that is to the right of an  orange square.",What block has all of the circles?,FB,"['A', 'B', 'C']",['A'],['Quantifier'],['a'],['a'],['a'],a,a.
"There is a block called A. Inside there's a red oval that is above a blue triangle. The blue triangle is touching the right edge of A and the top of a large black square. Touching the bottom edge of A is  a small orange square. The is a block called B Which is to the right and touching A. Inside B there are 5 triangles, a red one, a green one, a large yellow one, a brown one, and an orange one. The red and orange triangles are touching the left edge of B and the orange triangle is above the red triangle. The large yellow triangle is touching the top edge of B. The green triangle is touching the right edge of B. The brown triangle is below all of the other triangles and is touching the bottom of B.",Does B have all of the triangles?,YN,"['Yes', 'No', 'DK']",['No'],['Quantifier'],no,['yes'],['no'],yes,yes
There is a block called A. It has a big blue circle and a red square. The big blue circle is below the red square. There is another block called B Which is above block A. There are a small blue circle and a yellow square in this block. The small blue circle is to the left of the yellow square.,Where is the circle left to a square regarding to a circle below a square?,FR,"['left', 'right', 'above', 'below', 'near to', 'far from', 'touching', 'DK']",['above'],"['Lists/Sets', ' Converse']",['left'],['below'],['left'],[left],'left'.
"There are three blocks called A, B, and C. B is to the left of A and C is to the left of B. In A, there is a small blue circle near and above a medium blue circle. Far to the right of the circles is a large yellow square. In B, there is a small black square that is to the right of a small black triangle. There is also a small blue square far above the small black triangle. In C, there is a large black triangle that is near and above a small blue circle. The small blue circle is also near and above a small black triangle. To the left of the small black triangle is a medium yellow circle.",Is the large black thing to the left of the small blue thing in C?,YN,"['Yes', 'No', 'DK']",['DK'],['No Data'],no,['yes'],['yes'],no,yes
"There are three blocks called A, B, and C. B is to the right of A and C is to the right of B. In A, there is a small yellow circle that is near and to the left of a medium blue triangle. Touching the top of the triangle is a large yellow square. In B, there is a large blue circle near and below a small blue square. There is a large black triangle far to the right of the small blue square. In C, there is a small blue triangle that is far below a medium black triangle. The black triangle was near and below a medium blue triangle.",What is the relation between the large yellow thing and the medium black thing?,FR,"['left', 'right', 'above', 'below', 'near to', 'far from', 'touching', 'DK']","['left', 'far from']","['Lists/Sets', ' Transitivity']",['below'],['near to'],"['above"", ""far from""]",below,"""left""."
"There are three blocks called A, B, and C. A is to the left of B Which is to the left of C. In A, there is a large black triangle near and above a large black square. To the right of the black triangle is a large blue triangle. In B, there is a medium yellow square near and below a small blue circle. In C, there is a small blue square far above a small yellow square. There is a small blue circle to the right of the small yellow square. There is a medium yellow circle near and to the right of the small blue circle. There is also a medium blue circle below the medium yellow circle.",Is the large black square not near the the other large black thing?,YN,"['Yes', 'No', 'DK']",['No'],"['Negation', ' Symmetry']",yes,['yes'],['yes'],yes,yes
"There are three blocks called A, B, and C. A is to the left of B and B is to the left of C. In A, there is a small blue square near and below a medium black triangle. Near and above the medium black triangle is a large blue circle. In B, there is a large yellow circle far above a medium black square. The medium black square is to the near and to the left of a small yellow square. In C, there is a large yellow circle far above a small black circle.",Is the medium black thing in A far below a large blue thing?,YN,"['Yes', 'No', 'DK']",['No'],"['Converse', ' Symmetry']",no,['yes'],yes,no,yes
"There is a block called A. In A there is a small blue circle. There is another block called B Which is to the right of A. In B, there is a large yellow square, Which is near and to the left of a small yellow square. Above both squares there is a black triangle. To the right of B there is a block called C. In C, there is a black square that is to the right and far from a yellow triangle.",What object is to the left of the black thing in C? the small blue circle  or  the yellow triangle ?,CO,"[' the small blue circle ', ' the yellow triangle ', 'both of them', 'none of them']",[' the small blue circle '],"['Lists/Sets', ' Transitivity']",['the yellow triangle'],['the small blue circle '],['the yellow triangle'],none of them,'the small blue circle'.
"There are three blocks called A, B, and C. A is to the left of B and B is to the left of C. In A, there is a medium yellow circle near and above a medium blue circle. There is also a large black square near and below the medium blue circle. In B, there is a medium yellow triangle near and to the left of a small blue triangle. The small blue triangle is above a medium blue triangle. The medium blue triangle is to the right of the medium yellow triangle and above a large black circle. In C, there is a medium black triangle that is near and to the left of a large blue triangle. There is a large black square near and to the right of large blue triangle.",Is the large black thing above the medium yellow circle?,YN,"['Yes', 'No', 'DK']",['No'],['Symmetry'],no,['no'],['no'],no,'yes'.
"There are three blocks called A, B, and C. B is to the right of A and C is to the right of B. In A, there is a small yellow circle that is near and to the left of a medium blue triangle. Touching the top of the triangle is a large yellow square. In B, there is a large blue circle near and below a small blue square. There is a large black triangle far to the right of the small blue square. In C, there is a small blue triangle that is far below a medium black triangle. The black triangle was near and below a medium blue triangle.",What is the relation between the medium blue thing in A and the large yellow thing?,FR,"['left', 'right', 'above', 'below', 'near to', 'far from', 'touching', 'DK']","['below', 'touching']","['Converse', ' Symmetry']","['near to', 'touching']","['near to', 'left']","['above', 'near to']",[left],"""left""."
"There is a block called A. In A, there is a medium blue square that is to the left of a small blue triangle. There is also a large blue triangle far above the small blue triangle. There is another block called B, Which is to the right of A. In B, there is a large yellow circle. There is another block called C, Which is to the right of B. In B, there is a medium yellow circle far below a small black square. There is also a large yellow square near and above the small black square . There is a medium yellow square that is far to the right of the medium yellow circle, and there is a small yellow square above the medium yellow square.",Is the object in B above the small yellow thing?,YN,"['Yes', 'No', 'DK']",['DK'],['No Data'],no,['yes'],['no'],no,yes
"There is a block named A. In A, there is a pink triangle that touches the bottom of A. There is also a white triangle that touches the left edge of A, a red triangle that touches the top of A, and a green triangle that touches the right edge of A. Below A there is a block called B. In B, there is a small square, a large square, and a yellow circle. The large square is to the right of and near the yellow circle. The yellow circe is to the right of and above the small square. Below B there is a blocked named C. In C, there is a brown oval that is on top of a blue rectangle.",What object is below the white thing? they yellow circle  or  the red triangle ?,CO,"[' they yellow circle ', ' the red triangle ', 'both of them', 'none of them']",[' the red triangle '],['Lists/Sets'],['the red triangle'],['the blue rectangle'],['none of them'],none of them,"['they yellow circle ', ' the red triangle '."
There is a block called A. It has a big blue circle and a red square. The big blue circle is below the red square. There is another block called B Which is above block A. There are a small blue circle and a yellow square in this block. The small blue circle is to the left of the yellow square.,What is the relation between the big circle and squares?,FR,"['left', 'right', 'above', 'below', 'near to', 'far from', 'touching', 'DK']",['above'],"['Lists/Sets', ' Quantifire']","['below', 'touching']",['below'],"['below', 'not near to', 'not touching', 'dk']",below,'left'.
"There are three blocks called A, B, and C. A is on top of B and B is on top of C. In A there are 3 circles: a small red one, a green one, and a big blue one. The small red and green circles are above the big blue circle. The big blue circle is touching the bottom edge of A, and the green circle is touching the top edge of A. In B there is a orange triangle, Which is above a purple rectangle. The purple rectangle is touching the bottom edge of B. In C, there are 3 squares, a small white one, a small black one, and a large yellow one. The small white square is touching the left edge of C, while the small black square is touching the right edge of C. The large yellow square is adjacent to the white square, and is touching the bottom edge of C.",What is the relation between the red circle and the yellow square?,FR,"['left', 'right', 'above', 'below', 'near to', 'far from', 'touching', 'DK']","['above', 'far from']",['Lists/Sets'],['dk'],[ 'far from' ],"['dk""]",below,'touching'
"There is a block called A. In A, there is a medium blue square that is to the left of a small blue triangle. There is also a large blue triangle far above the small blue triangle. There is another block called B, Which is to the right of A. In B, there is a large yellow circle. There is another block called C, Which is to the right of B. In B, there is a medium yellow circle far below a small black square. There is also a large yellow square near and above the small black square . There is a medium yellow square that is far to the right of the medium yellow circle, and there is a small yellow square above the medium yellow square.",What object is far below the large blue thing? the small blue triangle  or  the large yellow circle ?,CO,"[' the small blue triangle ', ' the large yellow circle ', 'both of them', 'none of them']",[' the small blue triangle '],"['Converse', ' Symmetry']",['the large yellow circle'],"['the small black square', 'dk']",['the small blue triangle'],both of them,'both of them'.
"There are three blocks called A, B, and C. A is to the left of B and B is to the left of C. In A, there is a large yellow square that is near and to the left of a small yellow square. Below the small square is a medium yellow circle. In B, there is a small black triangle that is to the left of a large black square. Far below the black square is a small blue circle. In C, there is a medium blue triangle.",Does B have any yellow objects inside of it?,YN,"['Yes', 'No', 'DK']",['No'],['Quantifier'],no,['no'],['no'],no,'yes'.
"There are three blocks called A, B, and C. B is to the left of A and C is to the left of B. In A, there is a small blue circle near and above a medium blue circle. Far to the right of the circles is a large yellow square. In B, there is a small black square that is to the right of a small black triangle. There is also a small blue square far above the small black triangle. In C, there is a large black triangle that is near and above a small blue circle. The small blue circle is also near and above a small black triangle. To the left of the small black triangle is a medium yellow circle.","What object is not to the left of the the medium yellow thing, the small black triangle or the small blue circle in A? the small black triangle  or  the small blue circle ?",CO,"[' the small black triangle ', ' the small blue circle ', 'both of them', 'none of them']",[' the small blue circle '],"['Negation', ' Lists/Sets']",['the small blue circle'],"[ ['the large yellow square'], 'dk' ]",['none of them'],none of them,'both of them'.
"There is a block named A. In A, there is a pink triangle that touches the bottom of A. There is also a white triangle that touches the left edge of A, a red triangle that touches the top of A, and a green triangle that touches the right edge of A. Below A there is a block called B. In B, there is a small square, a large square, and a yellow circle. The large square is to the right of and near the yellow circle. The yellow circe is to the right of and above the small square. Below B there is a blocked named C. In C, there is a brown oval that is on top of a blue rectangle.",Is the yellow thing near the large thing?,YN,"['Yes', 'No', 'DK']",['Yes'],['Symmetry'],yes,['yes'],yes,yes,'yes'.
"There are three blocks called A, B, and C. B is to the left of A and C is to the left of B. In A, there is a medium blue square near and to the right of a large yellow square. The large yellow square is far to the right of a small blue circle. In B, there is a large black circle is near and above a large blue circle. Far below the blue circle is a large black square. In C, there is a small blue circle that is far below a large blue square.",What is the relation between the medium blue thing and the large yellow thing?,FR,"['left', 'right', 'above', 'below', 'near to', 'far from', 'touching', 'DK']","['right', 'near to']","['Transitivity', ' Converse']",['near to'],['right'],"['right', 'near to']",[right],"""left""."
"There is a block called A. In A, there is a medium black triangle that is near and below a medium blue triangle. The medium blue triangle is far below a large blue circle. The large circle is near and below a small blue triangle. There is a block called B, Which is to the right of A. In B, there is a small yellow circle far above a large yellow square. There is also a large blue triangle near and to the right of large yellow square. There is another block called C, Which is to the right of B. In C, there is a large black triangle that is far below a large blue triangle. The large blue triangle is far below a small blue triangle.",What is the relation between the medium black thing and the large black thing?,FR,"['left', 'right', 'above', 'below', 'near to', 'far from', 'touching', 'DK']","['left', 'far from']","['Lists/Sets', ' Transitivity']",['below'],['below'],['below'],below,left
"There is a block called A. In A, there is a small black square near and to the left of a large blue triangle. The large blue triangle is also to the left of and below a small yellow circle. In a block called B, Which is to the left of A, there a large blue square that is near and above a small blue circle. The small blue circle is near and above a medium yellow square. There is another block called C, Which is to the left of B. In C, there is a large yellow square that is near and to the left of a large yellow circle.","What object is not below the small blue thing, the medium yellow square or the large yellow square? the medium yellow square  or  the large yellow square ?",CO,"[' the medium yellow square ', ' the large yellow square ', 'both of them', 'none of them']",[' the large yellow square '],"['Negation', ' Converse']","['the medium yellow square', 'the large yellow square']",['the small blue thing'],none of them,none of them,'both of them'.
"There is a block called A. Inside there's a red oval that is above a blue triangle. The blue triangle is touching the right edge of A and the top of a large black square. Touching the bottom edge of A is  a small orange square. The is a block called B Which is to the right and touching A. Inside B there are 5 triangles, a red one, a green one, a large yellow one, a brown one, and an orange one. The red and orange triangles are touching the left edge of B and the orange triangle is above the red triangle. The large yellow triangle is touching the top edge of B. The green triangle is touching the right edge of B. The brown triangle is below all of the other triangles and is touching the bottom of B.",Is the yellow triangle above the red triangle?,YN,"['Yes', 'No', 'DK']",['Yes'],['Transitivity'],no,['yes'],yes,yes,'yes'.
"There is a block called A. In A, there are four circles that are touching the bottom of A. The red circle is touching and to the left of the yellow circle. The pink circle is touching and to the right of the green circle. The yellow circle is touching and to the left of the green circle. Touching the bottom of A is a block called B. In B, there is a blue rectangle touching the top and the left of B. Near and to the right of the blue rectangle is a purple rectangle that is also touching the top of B. At the bottom of B there is a white triangle. Far to the left of B there is a block called C. In C, there is a brown oval that is to the right of an  orange square.",Is the white thing above the green thing,YN,"['Yes', 'No', 'DK']",['No'],['Lists/sets'],no,['yes'],['no'],no,yes
"There are three blocks called A, B, and C. A is to the left of B and B is to the left of C. In A, there is a medium yellow circle near and above a medium blue circle. There is also a large black square near and below the medium blue circle. In B, there is a medium yellow triangle near and to the left of a small blue triangle. The small blue triangle is above a medium blue triangle. The medium blue triangle is to the right of the medium yellow triangle and above a large black circle. In C, there is a medium black triangle that is near and to the left of a large blue triangle. There is a large black square near and to the right of large blue triangle.","What object is not near the medium yellow thing in A, the medium blue circle or the small blue triangle? the medium blue circle  or  the small blue triangle ?",CO,"[' the medium blue circle ', ' the small blue triangle ', 'both of them', 'none of them']",[' the small blue triangle '],"['Negation', ' Symmetry']",['the small blue triangle'],"[[""the medium blue circle"", ""the small blue triangle""], 'dk']",['none of them'],none of them,'both of them'.
"There are three blocks called A, B, and C. A is to the left of B and B is to the left of C. In A, there is a large blue triangle that is near and below a medium black triangle. There is also a large black triangle that is near and below the large blue triangle. In B, there are two medium blue circles that are to the left of a medium black circle. The black circle is near and above a large blue circle. In C, there is a large yellow circle that is near and to the left of a small black triangle. There is also a large blue triangle near and to the right of the small black triangle.",What is the relation between the small black thing and the medium black thing in A?,FR,"['left', 'right', 'above', 'below', 'near to', 'far from', 'touching', 'DK']","['right', 'far from']","['Lists/Sets', ' Transitivity']","['below', 'near to']",['below'],['below'],below,"""left""."
"There are three blocks called A, B, and C. In A, there is a large blue circle that is near and to the left of a large yellow circle. There is also a medium black triangle below the blue circle. In B, Which is to the right of A, there are three small blue circles far above two small black triangles. C is to the right of B. In C, there is a large blue triangle that is near and to the left of a medium black circle. There is also a large black triangle near and below the large blue triangle.",Is the medium black thing in A to the left of the large black thing?,YN,"['Yes', 'No', 'DK']",['Yes'],"['Lists/Sets', ' Transitivity']",no,['yes'],yes,no,yes
There is a block called A. It has a big blue circle and a red square. The big blue circle is below the red square. There is another block called B Which is above block A. There are a small blue circle and a yellow square in this block. The small blue circle is to the left of the yellow square.,Are all squares above the big shape?,YN,"['Yes', 'No', 'DK']",['Yes'],"['Lists/Sets', ' Quantifire', ' converse']",no,['yes'],['yes'],no,'no'.
"There is three blocks called A, B, C. Block A has two big blue shapes to the left of a big yellow triangle. There is also a little triangle to the left of blue objects. there is a big black triangle touching the bottom edge of block B. A medium circle is at top of the block B and a small blue circle is near to it. Block C is left to the blocks A and B. It has two medium triangles. one of them is to the right of the other.",What is to the left of a big triangle? a medium triangle  or  a little triangle?,CO,"[' a medium triangle ', ' a little triangle', 'both of them', 'none of them']",['both of them'],"['Lists/Sets', ' Transitivity']",['a little triangle'],['a little triangle'],['a little triangle'],both of them,'a little triangle'
"There are three blocks named A, B, and C. A is to the right of B and B is to the right of C. In A, there is a small yellow triangle that is near and to the left of a medium yellow circle. In B, there is a medium black circle Which is above a large blue triangle. The large triangle is above and near a small blue circle. There is also a large black circle far below the small blue circle. In C, there is a medium blue circle.",What block does not have a triangle inside of it?,FB,"['A', 'B', 'C']",['C'],['Negation'],['b'],['c'],['c'],['c'],'c'.
"There are three blocks called A, B, and C. A is to the right of B and B is to the right of C. In A, there is a small blue triangle. In B, there is a large blue circle near and to the right of a small yellow square. The yellow square is near and to the right of a small black circle. In C, there is a small yellow circle near and below a medium black triangle. There is a small blue square near and above the black triangle.",What is the relation between the medium black thing and the small blue thing in C?,FR,"['left', 'right', 'above', 'below', 'near to', 'far from', 'touching', 'DK']","['below', 'near to']","['Converse', ' Symmetry']",['above'],['above'],['below'],below,"""left""."
"There are three blocks called A, B, and C. B is to the right of A and C is to the right of B. In A, there is a medium blue circle Which is near and above a small blue circle. In B, there is a large yellow triangle Which is to the right and touching a large blue triangle. There is also a small yellow triangle to the left of the large blue triangle. In C, there is a small blue circle that is far above a blue triangle. The blue triangle is to the left of a black triangle.",Is the large blue thing to the left of the large yellow thing?,YN,"['Yes', 'No', 'DK']",['Yes'],['Converse'],no,['yes'],yes,no,yes
"There are three blocks called A, B, and C. A is to the left of B and B is to the left of C. In A, there is a large blue triangle that is near and below a medium black triangle. There is also a large black triangle that is near and below the large blue triangle. In B, there are two medium blue circles that are to the left of a medium black circle. The black circle is near and above a large blue circle. In C, there is a large yellow circle that is near and to the left of a small black triangle. There is also a large blue triangle near and to the right of the small black triangle.",What block does not have any circles inside of it?,FB,"['A', 'B', 'C']",['A'],"['Negation', ' Quantifier']",['a'],['a'],['c'],b,'c'.
"There is a block called A. In A, there is a small black square near and to the left of a large blue triangle. The large blue triangle is also to the left of and below a small yellow circle. In a block called B, Which is to the left of A, there a large blue square that is near and above a small blue circle. The small blue circle is near and above a medium yellow square. There is another block called C, Which is to the left of B. In C, there is a large yellow square that is near and to the left of a large yellow circle.",Is the small blue thing to the right of the large yellow objects?,YN,"['Yes', 'No', 'DK']",['Yes'],"['Lists/Sets', ' Converse']",no,['no'],['no'],no,yes
